date,total_market_value,cash_balance,total_asset_value,shares,nav,strategy_yield,strategy_yield_daily,strategy_drawdown,profit_loss,benchmark_price,benchmark_yield,benchmark_yield_daily,benchmark_drawdown
2026-04-27,0.0,150000.0,150000.0,150000.0,1.0,0.0,0.0,0.0,0,4770.9469,0.0,0.0,0.0
2026-04-28,84854.55026937023,63039.24721810103,147893.79748747125,150000.0,0.985958649916475,-0.014041350083525028,-0.014041350083525028,-0.014041350083525028,-1,4758.2083,-0.002670036004802201,-0.002670036004802201,-0.002670036004802201
2026-04-29,86925.1772762948,63039.24721810103,149964.42449439582,150000.0,0.9997628299626388,-0.000237170037361234,0.014000769755743011,-0.000237170037361234,1,4810.3468,0.008258297739595521,0.010957590906644388,0.0
2026-04-30,87742.53192134245,63039.24721810103,150781.77913944348,150000.0,1.0052118609296232,0.005211860929623224,0.005450323620441149,0.0,1,4807.3069,0.00762112862752673,-0.000631950278512261,-0.000631950278512261
2026-05-06,74561.337300986,79628.55193887706,154189.88923986306,150000.0,1.0279325949324203,0.027932594932420285,0.022602930671535106,0.0,1,4877.0932,0.022248476502641612,0.014516714129485075,0.0
2026-05-07,71398.2653399599,86650.80727189836,158049.07261185825,150000.0,1.053660484079055,0.053660484079055104,0.025028770634835502,0.0,1,4900.5098,0.02715664263628681,0.0048013435543941,0.0
2026-05-08,67225.32055394369,93923.53555827792,161148.8561122216,150000.0,1.0743257074148107,0.0743257074148107,0.01961279145228446,0.0,1,4871.9122,0.021162528553818172,-0.005835637753443534,-0.005835637753443534
2026-05-11,66000.63552234444,97670.26982403049,163670.90534637493,150000.0,1.0911393689758329,0.09113936897583286,0.015650432122192703,0.0,1,4951.8366,0.03791484243934895,0.016405139649273703,0.0
2026-05-12,65404.43168458433,97670.26982403049,163074.70150861482,150000.0,1.0871646767240988,0.08716467672409878,-0.0036426989665534776,-0.003642698966553448,-1,4948.0465,0.037120429908788166,-0.0007653927837600882,-0.0007653927837600882
2026-05-13,43090.80862043155,119413.19579150654,162504.00441193808,150000.0,1.0833600294129204,0.08336002941292042,-0.003499605342810361,-0.007129556300598194,-1,4998.3417,0.047662404291273885,0.010164657910955333,0.0
2026-05-14,39087.453092388205,122877.32950767232,161964.7826000605,150000.0,1.0797652173337366,0.07976521733373665,-0.003318206304077717,-0.010424105266014005,-1,4914.5971,0.030109368855058882,-0.016754476789772044,-0.016754476789772044
