index_regime_date,index_regime,index_score,index_score_delta,index_gate_advice,index_temp_bucket,index_circuit_state,index_pos_factor,index_policy_reason,t_mode,t_mode_source,t_pos_factor,t_trade_gate,t_reason,t_basis_date,dynamic_qty,qty_source,blocked_by_index_circuit,date,time,code,name,action,score,buy_score,sell_score,price,vwap,notify,notify_threshold,hold_qty,daily_gate,daily_trend_bg,daily_support_name,daily_support_gap,daily_status,reasons,minute_source,daily_context_source
2026-07-17,range,0.0,0.0,normal_t,neutral,normal,1.0,index_csv_missing,long,,,,,,800,position_sizer,False,2026-07-17,10:34:00,000988,华工科技,PANIC_SELL,64.0,42.0,64.0,118.18,121.77306334530452,False,65,800,risk,downtrend,,0.0,ok,深套止损最终防线|量能确认|长上影|EMA转弱|下跌趋势高抛|强空头优先高抛|日线破位风险,cache,direct_build
