trial_no,vwap_buy_deviation,take_profit_pct,buy_confirm_min_score,notify_sell_threshold,notify_buy_threshold,stock_qty_strong_pct,stock_qty_base_pct,stock_rebuild_strong_pct,stock_first_add_pct,train_win_rate,train_total_pnl,train_n_trades,train_max_drawdown,train_annualized_return,train_composite_score,test_win_rate,test_total_pnl,test_n_trades,test_max_drawdown,test_annualized_return,test_composite_score,elapsed_sec,status
17,-0.030734333287377555,0.01717916560799209,30,66,54,0.40263494175029807,0.2869533758522507,0.5685891139740108,0.24035756252160512,1.0,33.04,1,-0.0868,0.2623,71.2244,0,0,0,0,0,0,202.1,ok
18,-0.03236141981247014,0.019018436578148598,28,40,67,0.3096614474862396,0.3580605916609756,0.7138556636300321,0.21337532062767472,0,0,0,0,0,-9999.0,0,0,0,0,0,0,213.2,ok
19,-0.01905004299107265,0.013936798244497815,21,66,60,0.2515361043717325,0.3081575981905796,0.8250289787241362,0.3148336996318842,0,0,0,0,0,-9999.0,0,0,0,0,0,0,199.7,ok
20,-0.024800664770013036,0.022647849030398577,27,54,52,0.3019024181458131,0.26929515365849754,0.5058104808137767,0.39815283551491254,1.0,8.76,1,-0.0958,0.2957,72.7915,0,0,0,0,0,0,203.1,ok
21,-0.034989756140667794,0.02021351785638293,25,61,64,0.28700658246543953,0.22509817194512732,0.5926190848338974,0.36358810197491,0,0,0,0,0,-9999.0,0,0,0,0,0,0,218.6,ok
22,-0.03242177878145855,0.022312727834674053,26,62,60,0.3373018335564868,0.26988465808338397,0.5462958316836275,0.29402814141542416,1.0,38.77,1,-0.0958,0.2959,72.8345,0,0,0,0,0,0,202.9,ok
23,-0.033139742352036,0.019112307003194624,28,64,66,0.28708768018901715,0.31598504841457237,0.6021042872704901,0.33037870408272246,0,0,0,0,0,-9999.0,0,0,0,0,0,0,205.0,ok
24,-0.03071893459839556,0.024988269881753705,26,59,57,0.2536499996010812,0.192990051861589,0.6949628191602378,0.37588099312228085,0,0,0,0,0,-9999.0,0,0,0,0,0,0,199.6,ok
25,-0.03354718082499929,0.022425931407429257,24,67,61,0.33405004635608637,0.29153121825387734,0.5414403310742756,0.3471706368957896,1.0,74.67,1,-0.0958,0.2964,73.0046,0,0,0,0,0,0,223.5,ok
26,-0.019248895369324746,0.02021027195013558,29,51,54,0.2906611101895126,0.2386587097490697,0.609837927468936,0.2711799119509012,1.0,36.78,1,-0.1045,0.3277,73.9512,0,0,0,0,0,0,202.3,ok
27,-0.03166558994144737,0.015485079827867496,27,59,58,0.3167654154632453,0.2590995678693876,0.6795137612732696,0.2956052729572403,1.0,33.12,1,-0.0959,0.2946,72.4791,0,0,0,0,0,0,221.6,ok
28,-0.029431270530137228,0.02340143819796304,23,56,63,0.3924075998914178,0.20633937429826832,0.788583638525133,0.326866123713302,0,0,0,0,0,-9999.0,0,0,0,0,0,0,204.0,ok
29,-0.02572588414629705,0.02380069587767432,25,70,67,0.2971322722669975,0.2831488959538696,0.8774920459375395,0.223834814452069,0,0,0,0,0,-9999.0,0,0,0,0,0,0,226.7,ok
30,-0.0338923819765959,0.01814596303790944,29,64,51,0.27496181172824974,0.18077733543801688,0.5526834773032295,0.2817917641176546,0,0,0,0,0,-9999.0,0,0,0,0,0,0,211.6,ok
31,-0.015255528056777448,0.020824919353005296,29,52,54,0.29651423105409835,0.24031701413687678,0.606158578054741,0.2664252497267657,1.0,36.78,1,-0.1045,0.3277,73.9512,0,0,0,0,0,0,225.6,ok
32,-0.01804985725962664,0.019974109760346897,27,50,48,0.3240993332226908,0.2301582971614271,0.5859108072452002,0.26482251768482523,0,0,0,0,0,-9999.0,0,0,0,0,0,0,225.3,ok
33,-0.017006772421078686,0.02164709441596285,30,55,55,0.28395318789208973,0.25894208168691174,0.6217572772393859,0.30228799741067314,1.0,2.77,1,-0.1045,0.3276,73.9008,0,0,0,0,0,0,184.2,ok
34,-0.020078491670165302,0.021418101981987354,26,50,52,0.27154171857983456,0.3690134027895163,0.6591678505130357,0.2504719354083236,1.0,2.77,1,-0.1045,0.3276,73.9008,0,0,0,0,0,0,200.5,ok
35,-0.02005819274770454,0.02410759558948125,28,60,60,0.3551265427745375,0.328794661199601,0.5311836306203653,0.33845528433396,0,0,0,0,0,-9999.0,0,0,0,0,0,0,187.6,ok
36,-0.016475310715197117,0.01790171342541764,30,57,48,0.3119825201271806,0.24949496320473374,0.5709988724124702,0.2813541187650241,0,0,0,0,0,-9999.0,0,0,0,0,0,0,177.7,ok
37,-0.02720590961344757,0.019966614519259032,24,65,56,0.5718442547702617,0.17837993426923987,0.8629802262997875,0.35735257905777673,1.0,36.78,1,-0.0774,0.2324,70.8561,0,0,0,0,0,0,173.6,ok
38,-0.0218719900196446,0.014885813908253637,25,47,59,0.2728730371773654,0.20820977593267354,0.5166780332596032,0.21413904668567693,0,0,0,0,0,-9999.0,0,0,0,0,0,0,179.8,ok
39,-0.023357739213288264,0.02278500655548216,29,42,53,0.3732645762648715,0.2760519378988871,0.6236634352295803,0.312440990136644,0,0,0,0,0,-9999.0,0,0,0,0,0,0,153.2,ok
40,-0.028821793247951533,0.008697975951106218,26,58,62,0.2942087852757056,0.30379566262688695,0.9079876054982821,0.36796235370256847,0,0,0,0,0,-9999.0,0,0,0,0,0,0,216.0,ok
41,-0.01514670185382043,0.020737083295829666,28,53,54,0.30091488479406003,0.2311574932239992,0.6092470485180436,0.26512712168465513,1.0,36.78,1,-0.0958,0.2958,72.8218,0,0,0,0,0,0,166.9,ok
42,-0.017620006808520314,0.01957969042224893,29,51,56,0.2679395616666792,0.24242840614315692,0.5672011373196214,0.38248168864857823,1.0,36.78,1,-0.1045,0.3277,73.9512,0,0,0,0,0,0,139.9,ok
43,-0.015738572062673775,0.021324975647671655,27,52,49,0.31700420696140735,0.2418320202915832,0.6394766208772795,0.19444625123329703,0,0,0,0,0,-9999.0,0,0,0,0,0,0,162.7,ok
44,-0.01622326695753605,0.018307653535259327,30,44,58,0.28606721489581977,0.2564109431696729,0.6734303799594039,0.2716354364411865,0,0,0,0,0,-9999.0,0,0,0,0,0,0,154.9,ok
45,-0.015225692216468504,0.0243473872817669,18,47,53,0.3434376995529152,0.21934569510437874,0.7340432294518551,0.24870205364553352,0,0,0,0,0,-9999.0,0,0,0,0,0,0,167.0,ok
46,-0.01959915531496791,0.02336665758373046,29,68,70,0.2591833439378285,0.29648916164891403,0.5310614517643479,0.2898851472336115,0,0,0,0,0,-9999.0,0,0,0,0,0,0,135.5,ok
47,-0.01754397572286241,0.01706725320787407,28,48,65,0.3240960833335807,0.278090044827095,0.5784914000057213,0.23495773042511936,0,0,0,0,0,-9999.0,0,0,0,0,0,0,154.1,ok
48,-0.02080227193840705,0.021553895708409418,26,55,56,0.48686910341917783,0.3266385116705916,0.6048273627561397,0.10938606639537146,1.0,2.77,1,-0.0868,0.2639,71.7405,0,0,0,0,0,0,140.0,ok
49,-0.024596793790567967,0.020750014955722654,27,62,55,0.43969420950517407,0.23362868553473387,0.8412876599568895,0.3345385463541955,1.0,36.78,1,-0.0867,0.264,71.7785,0,0,0,0,0,0,129.3,ok
50,-0.018499144584840983,0.022119511125922402,24,53,42,0.26773817285014695,0.3436271413915606,0.7752606038069455,0.25815382991908803,0,0,0,0,0,-9999.0,0,0,0,0,0,0,127.7,ok
51,-0.017557426817010287,0.019390800182226515,28,51,57,0.2524841655561837,0.24243929024485183,0.5602975294042322,0.38192263612446997,0,0,0,0,0,-9999.0,0,0,0,0,0,0,146.8,ok
52,-0.01592065986378812,0.01965288801078452,29,51,51,0.26641517673618287,0.2480348973608085,0.526520072906868,0.3803468298262946,0,0,0,0,0,-9999.0,0,0,0,0,0,0,174.1,ok
53,-0.017121178661741423,0.018560246179937293,29,46,59,0.30117424138167537,0.21356605868508816,0.6347769085389904,0.3099740288562612,0,0,0,0,0,-9999.0,0,0,0,0,0,0,173.6,ok
54,-0.03459947658183668,0.02038224676002486,29,49,54,0.2792790275009434,0.2661680953689603,0.5838922174257668,0.3572907131326655,1.0,36.78,1,-0.1045,0.3277,73.9512,0,0,0,0,0,0,198.0,ok
55,-0.017819788597862703,0.01606677881995799,30,54,56,0.25021360889344496,0.19902820698657164,0.5034977249907281,0.3254027685793127,0,0,0,0,0,-9999.0,0,0,0,0,0,0,141.1,ok
56,-0.01912494249055491,0.01751676267334439,28,52,61,0.29081170444496757,0.22261396975675318,0.5565321573329778,0.39014405560594617,1.0,33.04,1,-0.1045,0.3277,73.9457,0,0,0,0,0,0,145.7,ok
57,-0.03261360859496461,0.02300735887158042,27,68,46,0.2641171110300626,0.29998040892634353,0.6081935737831556,0.3424867002167065,0,0,0,0,0,-9999.0,0,0,0,0,0,0,140.2,ok
58,-0.015128465767992934,0.012414669841590164,26,57,58,0.3085752062121297,0.2377663756635428,0.7126952918821848,0.28609049356580823,1.0,41.13,1,-0.0959,0.2946,72.4839,0,0,0,0,0,0,136.5,ok
59,-0.016539922386837887,0.005244402875945445,27,66,52,0.27780210923077114,0.3174651157600356,0.9194546527209506,0.29879283711554505,0,0,0,0,0,-9999.0,0,0,0,0,0,0,162.4,ok
60,-0.03168167379088984,0.022175258051341427,25,63,54,0.3242940323088563,0.25130190712274086,0.542524968632459,0.35110385832439306,1.0,52.66,1,-0.0958,0.2963,72.9696,0,0,0,0,0,0,185.9,ok
61,-0.03498994562490567,0.020715570957443696,29,49,54,0.28329860803897255,0.27449778600871866,0.5832147727999816,0.3550779499035486,1.0,36.78,1,-0.1045,0.3277,73.9512,0,0,0,0,0,0,162.4,ok
62,-0.03399440206632228,0.020337603423456085,30,49,56,0.2638364269860376,0.26613388247575853,0.5659064567065242,0.3715550596960507,1.0,36.78,1,-0.1045,0.3277,73.9512,0,0,0,0,0,0,162.8,ok
63,-0.03292511566438468,0.018980358678371154,29,51,57,0.27871494300776456,0.2879681994539615,0.5978554409249978,0.32048619914010945,1.0,43.03,1,-0.1045,0.3278,73.9605,0,0,0,0,0,0,167.9,ok
64,-0.034439669753380024,0.018914801419871233,28,51,57,0.29890000602134625,0.28139703904150165,0.9804948790510288,0.32028226468038745,1.0,43.03,1,-0.1045,0.3278,73.9605,0,0,0,0,0,0,164.9,ok
65,-0.03295429433393517,0.018732624020699674,28,54,59,0.30084022885313494,0.28267046667569806,0.8112648783314527,0.3216515245954092,1.0,43.03,1,-0.0958,0.295,72.587,0,0,0,0,0,0,164.9,ok
66,-0.03410886756004483,0.016655319358830842,27,45,61,0.29311446509323663,0.3128828381482716,0.9730919134070691,0.3072053816580245,0,0,0,0,0,-9999.0,0,0,0,0,0,0,152.9,ok
67,-0.033399042355222126,0.017783258694230978,28,52,57,0.33266033187569705,0.2902733302180561,0.7466429622139279,0.2742614359826314,1.0,33.04,1,-0.0958,0.2949,72.5632,0,0,0,0,0,0,198.1,ok
68,-0.031601126851172154,0.021287863832533394,27,60,55,0.3117928475033258,0.2859160165069744,0.9445586622238709,0.31657307810185326,1.0,2.77,1,-0.0958,0.2957,72.7772,0,0,0,0,0,0,184.0,ok
69,-0.03465489537841635,0.01898472311831476,26,70,53,0.5559061821955584,0.2589083461658596,0.9882299634466327,0.2981009965179786,0,0,0,0,0,-9999.0,0,0,0,0,0,0,223.3,ok
70,-0.03218547407631363,0.021983772352964615,30,56,63,0.34892843389695666,0.3223536204982607,0.6612992350893188,0.3282629923904355,1.0,38.77,1,-0.0958,0.2959,72.8345,0,0,0,0,0,0,205.4,ok
71,-0.033793830826108325,0.01932047815862511,29,50,68,0.2753902767116277,0.3059557322007504,0.5967882284299879,0.3412165772949716,0,0,0,0,0,-9999.0,0,0,0,0,0,0,190.3,ok
72,-0.033267245111969254,0.020088152820135697,29,51,57,0.26568037773031367,0.33868000010157656,0.6203232401305522,0.3897489544600674,0,0,0,0,0,-9999.0,0,0,0,0,0,0,175.6,ok
73,-0.03011318426504886,0.019841278454618937,28,48,58,0.2894252588551834,0.22851142266009639,0.6379491922830298,0.3631562777904877,0,0,0,0,0,-9999.0,0,0,0,0,0,0,177.9,ok
74,-0.034317598072043015,0.006459795700777768,30,53,55,0.25965393543684545,0.273160744639519,0.548204120271848,0.2903168050931235,0,0,0,0,0,-9999.0,0,0,0,0,0,0,167.2,ok
75,-0.027815346380880443,0.021152395373403975,28,55,59,0.2798859213707626,0.29694922102876925,0.5164153573636221,0.2681731476224848,1.0,38.77,1,-0.1045,0.3278,73.9542,0,0,0,0,0,0,206.7,ok
76,-0.023733588305701457,0.024381184847212436,28,55,59,0.27962358899224693,0.2968721102381752,0.5338917444976496,0.26238415942750754,0,0,0,0,0,-9999.0,0,0,0,0,0,0,190.6,ok
77,-0.02668760442358662,0.02101263211032141,26,65,60,0.30235009558253234,0.2922526926116473,0.5168956935211111,0.2288841049482449,0,0,0,0,0,-9999.0,0,0,0,0,0,0,196.1,ok
78,-0.02236347895321949,0.02350456444825817,25,57,62,0.3162854194949425,0.2809039158590204,0.5171320029288432,0.25249612689675377,0,0,0,0,0,-9999.0,0,0,0,0,0,0,200.4,ok
79,-0.029593583233948402,0.022870300403726836,27,67,57,0.29352307595817617,0.3042249804305945,0.5943073563908758,0.27118656399241775,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,212.1,ok
80,-0.02800789228004386,0.02474623737005618,27,69,58,0.2502951034890089,0.3100090828292853,0.5736297789429531,0.2796891832449809,0,0,0,0,0,-9999.0,0,0,0,0,0,0,157.7,ok
81,-0.031091402359255824,0.02241024629866302,28,67,57,0.2936569569096538,0.3004438031783209,0.5984755513513426,0.2421885832852915,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,171.7,ok
82,-0.0296748756788716,0.02268636640399022,28,65,57,0.2760026609194783,0.3002165854072737,0.6913855689379165,0.23738290105212942,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,173.2,ok
83,-0.029778539903849443,0.022856653606319142,27,67,60,0.2834468769666953,0.2992881603609325,0.6986025539038693,0.24387824303315397,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,185.4,ok
84,-0.030048262957938814,0.02299377698650767,27,67,61,0.2597825178232606,0.30372278377775175,0.7024646390869489,0.21813147802781754,0,0,0,0,0,-9999.0,0,0,0,0,0,0,188.1,ok
85,-0.029114765301642663,0.023848577508820707,26,67,64,0.27227398110672085,0.3332599342603865,0.683292113412381,0.2364119599252583,0,0,0,0,0,-9999.0,0,0,0,0,0,0,206.4,ok
86,-0.02838195677818943,0.022886277884861556,25,64,60,0.2882218560512086,0.15022145622672295,0.7281203812838833,0.20470547336392575,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,168.2,ok
87,-0.031168973609859922,0.022486723477094725,24,63,57,0.32145115186216267,0.1547675468051345,0.6958934033411673,0.19961250212521028,1.0,74.67,1,-0.0958,0.2964,73.0046,0,0,0,0,0,0,218.6,ok
88,-0.02876798828629329,0.023057922463795177,22,69,60,0.2871402766013901,0.3589743484618217,0.7289481546260443,0.1682695076190031,0,0,0,0,0,-9999.0,0,0,0,0,0,0,209.1,ok
89,-0.029724711666532917,0.02459649531665313,25,64,58,0.3070409941377659,0.3183216067412751,0.7464869968587777,0.14451767117100664,0,0,0,0,0,-9999.0,0,0,0,0,0,0,166.0,ok
90,-0.03086339939746504,0.023913593685808594,27,66,60,0.2936594737480903,0.3836446474428842,0.7713327052460442,0.2060377121615495,0,0,0,0,0,-9999.0,0,0,0,0,0,0,163.5,ok
91,-0.03255680895093435,0.021679336082703927,26,62,57,0.27282685246416477,0.17480391612038798,0.7918166581444186,0.18204253449615615,1.0,38.77,1,-0.1045,0.3278,73.9542,0,0,0,0,0,0,167.5,ok
92,-0.028507953368653197,0.022605006005635718,27,65,62,0.2596895400848734,0.2881819820159274,0.7168798282870219,0.33337795122401787,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,168.5,ok
93,-0.030242236229856903,0.022649371331823598,15,68,62,0.2574055775480356,0.2899530742074316,0.7174148222471696,0.24672653332932026,1.0,72.67,1,-0.1045,0.3279,74.0045,0,0,0,0,0,0,186.0,ok
94,-0.030238709233847316,0.02337002982527451,18,67,63,0.25793774995216484,0.2909292954391213,0.7241705644353086,0.22614916488214037,0,0,0,0,0,-9999.0,0,0,0,0,0,0,192.6,ok
95,-0.02841274770676277,0.022633404637090057,16,66,62,0.2582252560121588,0.30092241750796644,0.7565121372441791,0.2451082992182373,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,155.5,ok
96,-0.029446330476510404,0.022517295238911668,15,65,65,0.25851340192508615,0.3005466519144853,0.7521341242325863,0.24266323378302365,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,213.8,ok
97,-0.028533476099389745,0.022756834109010395,15,64,65,0.2710017687084719,0.3030693038999885,0.7549999978921917,0.24236037468675015,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,171.8,ok
98,-0.028438126004851995,0.022654274699300578,15,66,66,0.2665558074631502,0.30365890502862264,0.7583011147370705,0.24525231287903854,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,205.2,ok
99,-0.028422788996737045,0.022004573105487236,16,66,65,0.28479312739706125,0.30164795859281024,0.760051056271688,0.23918990041047203,1.0,74.67,1,-0.1045,0.328,74.0075,0,0,0,0,0,0,204.2,ok
