trial_no,vwap_buy_deviation,take_profit_pct,buy_confirm_min_score,notify_sell_threshold,notify_buy_threshold,stock_qty_strong_pct,stock_qty_base_pct,stock_rebuild_strong_pct,stock_first_add_pct,train_win_rate,train_total_pnl,train_n_trades,train_max_drawdown,train_annualized_return,train_composite_score,test_win_rate,test_total_pnl,test_n_trades,test_max_drawdown,test_annualized_return,test_composite_score,elapsed_sec,status
13,-0.01840026794660545,0.0244750371009845,28,70,40,0.31019236661843597,0.20805637339895452,0.6561174679610582,0.3056513824386803,0,0,0,0,0,-9999.0,0,0,0,0,0,0,219.6,ok
14,-0.020403303409365973,0.020227184610824435,27,63,48,0.3965902483246923,0.20055386272528306,0.8392389079005292,0.20902195971243354,0,0,0,0,0,-9999.0,0,0,0,0,0,0,189.1,ok
15,-0.03179919124599606,0.014126496434840027,28,58,46,0.31602078984763754,0.2777910096954616,0.5077551909971135,0.30088728083083,0,0,0,0,0,-9999.0,0,0,0,0,0,0,222.0,ok
16,-0.01918098309543316,0.007876001773701593,21,52,54,0.4349402237687757,0.17844637988458856,0.6707750474677462,0.10395376431427714,0,0,0,0,0,-9999.0,0,0,0,0,0,0,213.1,ok
17,-0.025237784957219917,0.013739906761570268,29,65,59,0.26247990142260585,0.2246738605468653,0.8311665612357682,0.397329578024308,0,0,0,0,0,-9999.0,0,0,0,0,0,0,213.3,ok
18,-0.015053490430056528,0.020917355237871464,27,40,51,0.3096614474862396,0.17768085324438398,0.6145777931279819,0.304140434482825,0,0,0,0,0,-9999.0,0,0,0,0,0,0,206.4,ok
19,-0.029531960191299993,0.017828025189842573,21,59,42,0.2524981696682505,0.29076791693039183,0.7090770411410371,0.27180143204341994,0,0,0,0,0,-9999.0,0,0,0,0,0,0,198.4,ok
20,-0.03329229262059272,0.007880137953075208,26,55,68,0.34749443974969707,0.22986366558725949,0.5643641647818305,0.20410715614135047,0,0,0,0,0,-9999.0,0,0,0,0,0,0,225.4,ok
21,-0.02618066455271275,0.010199842809199609,24,42,48,0.40137130026596046,0.2706233106819201,0.8974273003714637,0.10442681748055975,0,0,0,0,0,-9999.0,0,0,0,0,0,0,179.6,ok
22,-0.02661172193393803,0.005393227061529938,23,50,48,0.3752648371512712,0.32515561116743735,0.8106452018417596,0.14311791534244694,0,0,0,0,0,-9999.0,0,0,0,0,0,0,225.2,ok
23,-0.02388035538863767,0.00925598075689979,19,47,44,0.30430718473909224,0.2536479391487344,0.9074136202529426,0.24129189851883687,0,0,0,0,0,-9999.0,0,0,0,0,0,0,204.9,ok
24,-0.027360007764187025,0.013112847247585607,25,69,50,0.3875805194932349,0.35844950752844834,0.8770634003396035,0.18462351265005975,0,0,0,0,0,-9999.0,0,0,0,0,0,0,206.2,ok
25,-0.030390078243454854,0.01576946819965315,29,60,47,0.35886615786632087,0.19374098634013853,0.9266506324097515,0.12950316956411806,0,0,0,0,0,-9999.0,0,0,0,0,0,0,216.3,ok
26,-0.021085263769967968,0.006745294108703417,25,67,52,0.44513117805048263,0.15148132025919114,0.8531900717593861,0.3191851301929961,0,0,0,0,0,-9999.0,0,0,0,0,0,0,206.3,ok
27,-0.02459161798223618,0.008858502809224532,22,64,43,0.3282125102358905,0.21934362366787874,0.994043828098873,0.25350712911264395,0,0,0,0,0,-9999.0,0,0,0,0,0,0,201.2,ok
28,-0.028499772764926393,0.012262451253538613,27,55,49,0.29699933167873166,0.2607757307038,0.7001238931146376,0.21472988590645878,0,0,0,0,0,-9999.0,0,0,0,0,0,0,175.2,ok
29,-0.025650444523219722,0.022610792132185028,18,61,45,0.28283311035544834,0.2956246708275296,0.5773928884468056,0.18529514663432872,0,0,0,0,0,-9999.0,0,0,0,0,0,0,208.3,ok
30,-0.023871654998154215,0.01934210852027602,24,40,40,0.5322580849690567,0.17058638840581167,0.8125697965201087,0.32770737867801414,0,0,0,0,0,-9999.0,0,0,0,0,0,0,213.1,ok
31,-0.027659066429390252,0.01609955578752991,15,52,43,0.25786195233376885,0.3996241718873552,0.9879568627706402,0.38581308434118633,0,0,0,0,0,-9999.0,0,0,0,0,0,0,242.7,ok
32,-0.029280599801963875,0.01673997878584635,18,57,46,0.28321019076098775,0.3699088737658886,0.9503654255719621,0.3446203256164965,0,0,0,0,0,-9999.0,0,0,0,0,0,0,225.9,ok
33,-0.02198927539320185,0.022481439644787236,17,53,45,0.590915463450463,0.3446015412949225,0.9511205800394624,0.2917929248691361,0,0,0,0,0,-9999.0,0,0,0,0,0,0,222.0,ok
34,-0.02024258906293997,0.024864773727730098,29,46,42,0.3660011855007408,0.16645765975576865,0.9702512774515434,0.32887673917864046,0,0,0,0,0,-9999.0,0,0,0,0,0,0,188.2,ok
35,-0.023319916450100744,0.006703271316758077,26,55,44,0.4070436985124698,0.38037807783181765,0.9100962321544844,0.3729054053096536,0,0,0,0,0,-9999.0,0,0,0,0,0,0,183.0,ok
36,-0.02673723676826712,0.017365915594473168,24,49,46,0.31913547503000095,0.3292060039229239,0.8746765378973158,0.2813541187650241,0,0,0,0,0,-9999.0,0,0,0,0,0,0,173.3,ok
37,-0.024768786561082726,0.014618461174726358,15,43,50,0.29099906644999113,0.23791818423302624,0.9280805452854872,0.3463437384954159,0,0,0,0,0,-9999.0,0,0,0,0,0,0,187.0,ok
38,-0.022923552204596416,0.011828772071922736,22,57,54,0.35383383988952816,0.1925177233671575,0.9977737514101126,0.17223991101301234,0,0,0,0,0,-9999.0,0,0,0,0,0,0,170.2,ok
39,-0.02841195765293645,0.010372231216918982,20,60,41,0.27176931672123655,0.16410359372007524,0.7787083107146565,0.24781094850085988,0,0,0,0,0,-9999.0,0,0,0,0,0,0,187.4,ok
40,-0.0174301759410397,0.019148895585366234,30,65,52,0.3350781374880721,0.32059837130349833,0.9710581557011918,0.3628809008587573,0,0,0,0,0,-9999.0,0,0,0,0,0,0,155.7,ok
41,-0.029453684827513572,0.006350460971936129,28,53,44,0.44778104439763894,0.1565837866745306,0.9404217236450376,0.15396719020498079,0,0,0,0,0,-9999.0,0,0,0,0,0,0,179.4,ok
42,-0.03033490958328808,0.008101559895937936,25,62,47,0.47088633703805033,0.21384464846053858,0.9647863059043008,0.13107841509661694,0,0,0,0,0,-9999.0,0,0,0,0,0,0,145.5,ok
43,-0.03258213010012778,0.005964779016384751,23,50,42,0.422818265348123,0.183275598658547,0.9175123763375449,0.22636704022008305,0,0,0,0,0,-9999.0,0,0,0,0,0,0,146.9,ok
44,-0.02729891042150402,0.00921614037410033,22,45,47,0.5163059797075741,0.18803279147255236,0.5222105117628537,0.1978571366218271,0,0,0,0,0,-9999.0,0,0,0,0,0,0,158.7,ok
45,-0.025671536294347378,0.007193111553888685,26,58,40,0.4740013666762416,0.1512520293679961,0.8662412840326488,0.1677387654205035,0,0,0,0,0,-9999.0,0,0,0,0,0,0,152.9,ok
46,-0.022120370564014703,0.005196589105015261,27,63,49,0.4227483177970092,0.20310037524777141,0.8892851034215166,0.2295916018092119,0,0,0,0,0,-9999.0,0,0,0,0,0,0,155.9,ok
47,-0.0340397509401436,0.010876882394927963,30,47,45,0.38735927748943266,0.17338714941137887,0.7160712013722577,0.2681885677521823,0,0,0,0,0,-9999.0,0,0,0,0,0,0,131.8,ok
48,-0.02856333269737473,0.020863239649105525,28,56,56,0.3252687176713184,0.3004946571720992,0.9684003328138194,0.11898001199129413,0,0,0,0,0,-9999.0,0,0,0,0,0,0,145.5,ok
49,-0.030925318158887292,0.02376601594788898,16,70,59,0.5636315539450971,0.27806716368441964,0.6257599995125072,0.15328066086060532,0,0,0,0,0,-9999.0,0,0,0,0,0,0,154.5,ok
50,-0.01990415949439481,0.012993938180780783,20,67,49,0.29897378547279385,0.24307457048778722,0.5866473476495524,0.31741725282527977,0,0,0,0,0,-9999.0,0,0,0,0,0,0,151.0,ok
51,-0.021537935388652268,0.011329258909933656,24,59,43,0.541682189488359,0.386665535002081,0.9451561535037248,0.3761493430723543,0,0,0,0,0,-9999.0,0,0,0,0,0,0,139.4,ok
52,-0.01838844214275954,0.009923518644419926,25,53,70,0.27154865664908134,0.34475740065696825,0.6594364198927305,0.3949004194900508,0,0,0,0,0,-9999.0,0,0,0,0,0,0,138.2,ok
53,-0.02095226095994398,0.014638220820783036,21,54,46,0.5910477649023149,0.3606619901158705,0.9829402652989475,0.35458540951934353,0,0,0,0,0,-9999.0,0,0,0,0,0,0,184.9,ok
54,-0.02390228556983412,0.007497039590504916,23,57,41,0.34297144278437425,0.38989284595936813,0.9280797695160056,0.2888272796637918,0,0,0,0,0,-9999.0,0,0,0,0,0,0,153.4,ok
55,-0.026335450381794797,0.008473894969020785,26,59,44,0.3104570945793202,0.3385387544303947,0.9072452006414612,0.33931803968385377,0,0,0,0,0,-9999.0,0,0,0,0,0,0,234.3,ok
56,-0.019529960718145573,0.00563531755008588,27,61,48,0.3708715104700614,0.30653647992857036,0.852377862191484,0.26133500239285506,1.0,60.15,1,-0.0871,0.1463,39.6153,0,0,0,0,0,0,133.2,ok
57,-0.018975543521998556,0.006140735529738425,29,61,47,0.3780634104253249,0.3091159486875793,0.8392684974048763,0.25528907896568254,0,0,0,0,0,-9999.0,0,0,0,0,0,0,132.7,ok
58,-0.016373601068473714,0.005009876987053355,28,64,51,0.4144949514297549,0.16049731624286212,0.7934087322758713,0.23847593198617564,0,0,0,0,0,-9999.0,0,0,0,0,0,0,141.4,ok
59,-0.024890273949606908,0.005903075811404859,27,63,48,0.36610643405834215,0.28492009613248936,0.7466645332435318,0.21215808635367991,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,143.4,ok
60,-0.024797590549638444,0.0058318145805552925,27,66,51,0.36404095614767407,0.28035427399422647,0.735031199389397,0.2169078981446852,0,0,0,0,0,-9999.0,0,0,0,0,0,0,162.0,ok
61,-0.025554586928693224,0.007290527218373543,26,63,48,0.39036739447282953,0.2618708637469052,0.6934301560065689,0.1903970317285803,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,166.6,ok
62,-0.025658158438255984,0.007303023841837486,27,63,48,0.37317568184998734,0.26401782582073546,0.6872550631876573,0.25907434131599605,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,175.9,ok
63,-0.02567280776148695,0.006962974643356806,26,63,48,0.3915125804172526,0.26404747217801805,0.6823862413178097,0.19096365003411364,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,172.7,ok
64,-0.025569136519299245,0.007446112969797492,26,63,48,0.386681253839881,0.26452895482938743,0.6812732102040918,0.19782354065420044,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,147.5,ok
65,-0.025623381445767784,0.006867983792436883,26,63,49,0.3937306826022499,0.26327574706679874,0.7033627950754607,0.19294429594706217,0,0,0,0,0,-9999.0,0,0,0,0,0,0,175.9,ok
66,-0.026804299012055964,0.007517698961703746,27,64,48,0.3737111605058391,0.28864388399021246,0.6718501679678448,0.20869532181933576,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,164.5,ok
67,-0.02712192914231673,0.007478439458397022,27,64,48,0.37255864872605376,0.2705694258689604,0.6828007751332068,0.2016242802816231,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,171.8,ok
68,-0.024357473353512234,0.0075531630332740796,26,64,50,0.38512769850597667,0.25175553077354057,0.6797087880983892,0.1823219001354183,0,0,0,0,0,-9999.0,0,0,0,0,0,0,182.9,ok
69,-0.027215786249633826,0.009587691499076834,28,66,52,0.40881765966481315,0.2892886258026061,0.680839229876682,0.2057334221941129,0,0,0,0,0,-9999.0,0,0,0,0,0,0,171.2,ok
70,-0.026039661202983806,0.00876165264223709,27,63,48,0.3497210431644053,0.27178218555641437,0.642115020049936,0.21507513014215845,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,212.1,ok
71,-0.026045828841118043,0.008256656739806446,27,63,48,0.35307244997012066,0.2735788287400448,0.638822827264364,0.1941620213269065,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,185.1,ok
72,-0.025247171214306526,0.00877884016305358,26,62,50,0.396806117717287,0.2861273121333368,0.7188501806502832,0.21610094864668863,0,0,0,0,0,-9999.0,0,0,0,0,0,0,192.7,ok
73,-0.026812636993618428,0.007546327804067007,25,64,48,0.3765105055101884,0.25898015213555353,0.686883603086726,0.2330509058507371,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,183.6,ok
74,-0.028027097009935012,0.006459795700777768,28,67,47,0.3621153700148259,0.2660653188912406,0.7297413213847809,0.2012833185379783,0,0,0,0,0,-9999.0,0,0,0,0,0,0,174.7,ok
75,-0.025098150816641768,0.008848908661180016,27,65,49,0.3849103876531178,0.2319254116903702,0.6401047589844455,0.17573855652050915,0,0,0,0,0,-9999.0,0,0,0,0,0,0,171.4,ok
76,-0.024018422990948377,0.007029568996212479,27,62,51,0.43703034749012476,0.24959157495654274,0.665408218978377,0.22014543032007378,0,0,0,0,0,-9999.0,0,0,0,0,0,0,198.7,ok
77,-0.023385054880927434,0.007952569976774413,29,68,53,0.34791801681143536,0.2694649458387858,0.6068569189499652,0.18942515405155108,0,0,0,0,0,-9999.0,0,0,0,0,0,0,185.9,ok
78,-0.026785363444464933,0.008449561432984028,26,65,47,0.3328284427148057,0.2570265537773408,0.7494351556582428,0.21084674959971586,0,0,0,0,0,-9999.0,0,0,0,0,0,0,176.1,ok
79,-0.025888273415417832,0.009222165812728918,25,60,46,0.3983891305699652,0.28439840479066214,0.6501171745329727,0.16709227366288407,0,0,0,0,0,-9999.0,0,0,0,0,0,0,194.8,ok
80,-0.027905732333992614,0.007367703137846567,27,61,48,0.36778912814646536,0.2999728762375165,0.6871994376995065,0.18082417326912562,1.0,60.15,1,-0.0871,0.1463,39.6153,0,0,0,0,0,0,233.1,ok
81,-0.026103720341119966,0.008249331170287255,27,63,48,0.3543155916869424,0.27476076185387854,0.6449975757098118,0.19779416049808704,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,166.3,ok
82,-0.025184525187439757,0.0062320600474991255,28,63,45,0.35195001768838396,0.2722887815317151,0.6986073023678955,0.19582927178016907,0,0,0,0,0,-9999.0,0,0,0,0,0,0,175.5,ok
83,-0.02433674831068894,0.009654238828291016,25,65,50,0.3782500369941596,0.29480907514447696,0.6294014918660928,0.2091350316584205,0,0,0,0,0,-9999.0,0,0,0,0,0,0,184.9,ok
84,-0.02637239579012763,0.006933014245494317,26,62,49,0.40934239814445517,0.2431440643455474,0.6686317427075035,0.18823011895225267,0,0,0,0,0,-9999.0,0,0,0,0,0,0,172.5,ok
85,-0.027270497001749966,0.007725493208366354,27,66,46,0.34135573259407015,0.2666372939217709,0.7327822502434495,0.1617522272377012,0,0,0,0,0,-9999.0,0,0,0,0,0,0,161.2,ok
86,-0.025453298600570665,0.0056788665846071295,28,64,47,0.3591312769575341,0.2556728567759628,0.6109870151931773,0.22289344318606258,0,0,0,0,0,-9999.0,0,0,0,0,0,0,191.8,ok
87,-0.025987299794889864,0.008327351106561189,26,64,48,0.38900500705284013,0.28247990588911526,0.597187703998283,0.2027325270314165,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,189.9,ok
88,-0.028946189832883416,0.006562232462062616,27,63,51,0.3712187332096586,0.2763519003863319,0.7694044132663003,0.236631549869721,0,0,0,0,0,-9999.0,0,0,0,0,0,0,200.8,ok
89,-0.026780419572395048,0.0071663920713098276,26,60,64,0.40174390349626915,0.3183216067412751,0.6934069687211435,0.24614576279288586,0,0,0,0,0,-9999.0,0,0,0,0,0,0,206.7,ok
90,-0.02291158384822427,0.010146873946332548,25,61,46,0.3806885243547534,0.2916022767659185,0.6552558697459216,0.17535174257577388,0,0,0,0,0,-9999.0,0,0,0,0,0,0,196.7,ok
91,-0.026912886199751764,0.007903300263111777,25,64,48,0.37240171500132224,0.2575561182617752,0.6809689852043719,0.23157274475951706,1.0,66.15,1,-0.0871,0.1463,39.6298,0,0,0,0,0,0,170.8,ok
92,-0.02469076674883215,0.0075983983567716575,27,63,49,0.3598818939452875,0.2624726623978918,0.7123240175303134,0.23146216853463458,0,0,0,0,0,-9999.0,0,0,0,0,0,0,160.3,ok
93,-0.027708149451944213,0.008840358503148585,24,68,48,0.41808460304614553,0.24691248994665516,0.6242405144330578,0.21159565889040916,1.0,66.15,1,-0.0789,0.1301,38.896,0,0,0,0,0,0,180.6,ok
94,-0.02622127823302293,0.006640296837607788,26,62,47,0.3239118966980098,0.23663194824134073,0.6672307749242182,0.22225366682548756,0,0,0,0,0,-9999.0,0,0,0,0,0,0,190.8,ok
95,-0.028138855918575248,0.0059681553325056265,27,64,45,0.3456364365791755,0.2714113722321059,0.6920308835964162,0.19106909753515122,0,0,0,0,0,-9999.0,0,0,0,0,0,0,170.8,ok
96,-0.027175414570750803,0.00943097754101171,25,66,50,0.39229552857968464,0.25860441422231367,0.7215576365227637,0.20544271019037222,0,0,0,0,0,-9999.0,0,0,0,0,0,0,183.8,ok
97,-0.02654701276332777,0.007303936622252031,28,65,49,0.3775573137127067,0.2777166507442098,0.637333889599173,0.27738022616244346,0,0,0,0,0,-9999.0,0,0,0,0,0,0,180.5,ok
98,-0.023441819636509646,0.005276149206126058,29,62,48,0.4016635620624978,0.26761247329378873,0.6764117098703581,0.2510870473312652,0,0,0,0,0,-9999.0,0,0,0,0,0,0,176.2,ok
99,-0.025016705710264472,0.008175203181318418,24,67,50,0.3560613648506429,0.30149134263612865,0.6567365355517519,0.23589581417358718,0,0,0,0,0,-9999.0,0,0,0,0,0,0,198.8,ok
