date,total_market_value,cash_balance,total_asset_value,shares,nav,strategy_yield,strategy_yield_daily,strategy_drawdown,profit_loss,benchmark_price,benchmark_yield,benchmark_yield_daily,benchmark_drawdown
2026-04-24,0.0,150000.0,150000.0,150000.0,1.0,0.0,0.0,0.0,0,4769.3688,0.0,0.0,0.0
2026-04-27,87639.0782338779,62694.29681917978,150333.37505305768,150000.0,1.002222500353718,0.00222250035371796,0.00222250035371796,0.0,1,4770.9469,0.0003308823591079424,0.0003308823591079424,0.0
2026-04-28,63552.475745684125,84566.93736112706,148119.41310681117,150000.0,0.9874627540454078,-0.012537245954592158,-0.014727015511127426,-0.014727015511127428,-1,4758.2083,-0.002340037113506499,-0.002670036004802201,-0.002670036004802201
2026-04-29,57628.54198863636,92054.43643038634,149682.9784190227,150000.0,0.9978865227934847,-0.002113477206515335,0.010556113337311244,-0.0043263622186719974,1,4810.3468,0.008591912623741704,0.010957590906644388,0.0
2026-04-30,57591.54313888312,92054.43643038634,149645.97956926946,150000.0,0.9976398637951297,-0.0023601362048703,-0.00024718141063221044,-0.004572474232988122,-1,4807.3069,0.00795453268365387,-0.000631950278512261,-0.000631950278512261
2026-05-06,60202.12102413876,92054.43643038634,152256.5574545251,150000.0,1.0150437163635007,0.015043716363500659,0.017445025203949676,0.0,1,4877.0932,0.0225867204901411,0.014516714129485075,0.0
2026-05-07,59667.43927877961,95833.01545560412,155500.45473438373,150000.0,1.036669698229225,0.036669698229224945,0.021305468441498863,0.0,1,4900.5098,0.02749651064937564,0.0048013435543941,0.0
2026-05-08,47780.17869551611,109060.69240501494,156840.87110053105,150000.0,1.0456058073368737,0.045605807336873694,0.008620015732024248,0.0,1,4871.9122,0.021500413220298498,-0.005835637753443534,-0.005835637753443534
2026-05-11,50101.371766262935,109060.69240501494,159162.06417127786,150000.0,1.061080427808519,0.06108042780851908,0.014799669591601422,0.0,1,4951.8366,0.038258270150968166,0.016405139649273703,0.0
2026-05-12,49388.53594968682,109060.69240501494,158449.22835470177,150000.0,1.0563281890313452,0.05632818903134518,-0.0044786791393267335,-0.004478679139326758,-1,4948.0465,0.03746359476331551,-0.0007653927837600882,-0.0007653927837600882
2026-05-13,49146.693089475,109060.69240501494,158207.38549448992,150000.0,1.0547159032965994,0.054715903296599366,-0.0015263113788758016,-0.005998154659269894,-1,4998.3417,0.0480090572991545,0.010164657910955333,0.0
2026-05-14,48172.51781316321,109060.69240501494,157233.21021817817,150000.0,1.048221401454521,0.04822140145452103,-0.006157584067689934,-0.012118804585394272,-1,4914.5971,0.030450213873164822,-0.016754476789772044,-0.016754476789772044
2026-05-15,45975.73453331088,110444.34644102992,156420.0809743408,150000.0,1.0428005398289386,0.04280053982893861,-0.005171485354201301,-0.017227617719171806,-1,4859.5927,0.01891736701091351,-0.011192046648137222,-0.027759006552113052
2026-05-18,48637.919746682455,110444.34644102992,159082.26618771238,150000.0,1.060548441251416,0.060548441251415897,0.0170194593736868,-0.0005013630853618611,1,4833.5237,0.013451444560127035,-0.005364441345053539,-0.032974536334720805
2026-05-19,51273.76575032651,110444.34644102992,161718.11219135643,150000.0,1.0781207479423762,0.07812074794237622,0.01656907502520632,0.0,1,4852.8832,0.017510577080975587,0.004005256041260452,-0.029101351754322824
2026-05-20,68311.47470466938,93905.25420590404,162216.7289105734,150000.0,1.0814448594038226,0.08144485940382262,0.0030832459794420614,0.0,1,4850.7,0.017052822587340977,-0.0004498768896807892,-0.029538136618390887
2026-05-21,50950.511356732284,110253.95708600731,161204.4684427396,150000.0,1.0746964562849306,0.0746964562849306,-0.006240173098249569,-0.006240173098249535,-1,4783.0976,0.00287853604443411,-0.013936627703218019,-0.043063102308511625
2026-05-22,67840.52729257353,94653.1816190934,162493.70891166694,150000.0,1.0832913927444463,0.0832913927444463,0.00799754796738341,0.0,1,4845.0956,0.01587774046745971,0.012961893146399506,-0.030659388492787598
2026-05-25,72427.95448983282,96778.1815463108,169206.13603614364,150000.0,1.1280409069076243,0.12804090690762426,0.04130884308958466,0.0,1,4921.5974,0.031917976231991,0.015789533647179166,-0.01535395229181713
2026-05-26,71983.11605448081,96778.1815463108,168761.29760079161,150000.0,1.1250753173386108,0.12507531733861077,-0.0026289734271634415,-0.0026289734271633947,-1,4947.8493,0.03742224757288626,0.005334020210592705,-0.01010183037306156
2026-05-27,67270.91873628738,96778.1815463108,164049.10028259817,150000.0,1.0936606685506545,0.09366066855065447,-0.027922262895490685,-0.030477829435475612,-1,4908.1714,0.029102928672657846,-0.00801922160402091,-0.018040043160714614
2026-05-28,69380.66426944072,96778.1815463108,166158.84581575153,150000.0,1.107725638771677,0.10772563877167696,0.012860451715486602,-0.018009336373836726,1,4914.2133,0.030369742008627965,0.0012309879805745272,-0.01683126225643994
2026-05-29,62169.04655452829,98986.62934470079,161155.67589922907,150000.0,1.074371172661527,0.07437117266152704,-0.03011076474417949,-0.04757782622726492,-1,4892.1213,0.02573768252100761,-0.004495531360024674,-0.02125112814916197
2026-06-01,57334.08997860017,100082.35536495454,157416.44534355472,150000.0,1.0494429689570315,0.049442968957031486,-0.02320259919366713,-0.06967649618847482,-1,4844.2556,0.015701616532569185,-0.009784242267255161,-0.030827444230153267
2026-06-02,59370.88103724552,101827.54213958362,161198.42317682912,150000.0,1.0746561545121942,0.0746561545121942,0.024025303233219386,-0.047325191904411756,1,4914.5591,0.030442246361824576,0.014512756098171264,-0.01676207931122431
2026-06-03,107076.1522260916,54461.580071129145,161537.73229722073,150000.0,1.076918215314805,0.07691821531480492,0.002104915877616223,-0.04531989157464644,1,4938.8091,0.035526776625032674,0.004934318523100112,-0.011910470226555225
2026-06-04,113545.90561952222,51534.520701043555,165080.42632056578,150000.0,1.1005361754704386,0.10053617547043858,0.021931062006161406,-0.024382742920721068,1,4904.7454,0.02838459462392584,-0.006897148545385257,-0.01872547048954254
2026-06-05,120091.87819291512,43721.076848103214,163812.95504101831,150000.0,1.0920863669401222,0.09208636694012218,-0.0076779016616190954,-0.031873436279954315,-1,4816.9199,0.009970103381395035,-0.017906230158246328,-0.036296398063381696
2026-06-08,99859.83404151168,59119.599227652594,158979.4332691643,150000.0,1.0598628884610952,0.05986288846109522,-0.029506346251087057,-0.06043931388395307,-1,4713.6358,-0.011685613408633944,-0.021441938447014586,-0.05696007137727299
2026-06-09,103960.84332307326,59119.599227652594,163080.44255072586,150000.0,1.0872029503381724,0.08720295033817238,0.025795847910831667,-0.03620254932190692,1,4801.8106,0.006802116036822126,0.018706324319753387,-0.039319260625979235
2026-06-10,114453.73112825066,44071.431941627314,158525.16306987798,150000.0,1.056834420465853,0.056834420465853075,-0.027932714736354638,-0.06312402857532395,-1,4748.5932,-0.004356048121084699,-0.011082777817184142,-0.04996627181370972
2026-06-11,121938.00037634216,37596.73271387174,159534.7330902139,150000.0,1.0635648872680927,0.06356488726809273,0.006368515892274649,-0.05715751906221567,1,4722.4122,-0.009845453763189904,-0.00551342237528385,-0.0552042090279663
2026-06-12,118107.0,41879.0460130428,159986.0460130428,150000.0,1.0665736400869519,0.06657364008695188,0.002828932070696251,-0.054490281730275925,1,4777.3206,0.0016672646493598453,0.011627193407640402,-0.04421888563560994
2026-06-15,109744.0,57192.2168097381,166936.2168097381,150000.0,1.1129081120649207,0.11290811206492068,0.04344235619229387,-0.013415111765927135,1,4891.7126,0.025651989839829525,0.023944802867113424,-0.021332895268044605
2026-06-16,111841.99999999999,57192.2168097381,169034.21680973808,150000.0,1.1268947787315873,0.12689477873158728,0.012567674289582938,-0.0010160342315767013,1,4884.2322,0.024083564265359403,-0.0015291985878318481,-0.022829471622558217
2026-06-17,116131.0,57192.2168097381,173323.2168097381,150000.0,1.1554881120649207,0.15548811206492075,0.02537356093309583,0.0,1,4931.3861,0.033970386186113144,0.009654311684853756,-0.013395562772349101
