date,total_market_value,cash_balance,total_asset_value,shares,nav,strategy_yield,strategy_yield_daily,strategy_drawdown,profit_loss,benchmark_price,benchmark_yield,benchmark_yield_daily,benchmark_drawdown
2026-04-24,0.0,200000.0,200000.0,200000.0,1.0,0.0,0.0,0.0,0,4769.3688,0.0,0.0,0.0
2026-04-27,95032.0,106000.0,201032.0,200000.0,1.00516,0.005160000000000053,0.005160000000000053,0.0,1,4770.9469,0.0003308823591079424,0.0003308823591079424,0.0
2026-04-28,92472.0,106000.0,198472.0,200000.0,0.99236,-0.00763999999999998,-0.012734291058140031,-0.012734291058140057,-1,4758.2083,-0.002340037113506499,-0.002670036004802201,-0.002670036004802201
2026-04-29,166656.0,35749.000549316406,202405.0005493164,200000.0,1.012025002746582,0.012025002746582025,0.019816400042909837,0.0,1,4810.3468,0.008591912623741704,0.010957590906644388,0.0
2026-04-30,203201.0,900.9994506835938,204101.9994506836,200000.0,1.020509997253418,0.020509997253417955,0.008384174782053907,0.0,1,4807.3069,0.00795453268365387,-0.000631950278512261,-0.000631950278512261
2026-05-06,212823.0,900.9994506835938,213723.9994506836,200000.0,1.068619997253418,0.06861999725341805,0.047143095245987275,0.0,1,4877.0932,0.0225867204901411,0.014516714129485075,0.0
2026-05-07,226950.0,900.9994506835938,227850.9994506836,200000.0,1.139254997253418,0.13925499725341806,0.06609926838497039,0.0,1,4900.5098,0.02749651064937564,0.0048013435543941,0.0
2026-05-08,177697.0,53912.998962402344,231609.99896240234,200000.0,1.1580499948120118,0.15804999481201176,0.0164976213436902,0.0,1,4871.9122,0.021500413220298498,-0.005835637753443534,-0.005835637753443534
2026-05-11,162316.0,83458.99810791016,245774.99810791016,200000.0,1.2288749905395508,0.22887499053955085,0.06115884119410253,0.0,1,4951.8366,0.038258270150968166,0.016405139649273703,0.0
2026-05-12,158576.0,83458.99810791016,242034.99810791016,200000.0,1.2101749905395507,0.2101749905395507,-0.015217170293122919,-0.015217170293122972,-1,4948.0465,0.03746359476331551,-0.0007653927837600882,-0.0007653927837600882
2026-05-13,127890.0,111994.9966430664,239884.9966430664,200000.0,1.199424983215332,0.19942498321533209,-0.008883018909046999,-0.02396501479071389,-1,4998.3417,0.0480090572991545,0.010164657910955333,0.0
2026-05-14,123660.0,111994.9966430664,235654.9966430664,200000.0,1.178274983215332,0.17827498321533208,-0.017633449607913458,-0.04117587851796245,-1,4914.5971,0.030450213873164822,-0.016754476789772044,-0.016754476789772044
2026-05-15,120581.99999999999,111994.9966430664,232576.9966430664,200000.0,1.162884983215332,0.16288498321533207,-0.013061467161089222,-0.0536995282939603,-1,4859.5927,0.01891736701091351,-0.011192046648137222,-0.027759006552113052
