createdAt,updatedAt,accountId,amount,available,availableNow,changeEventId,changeReason,cost,fpnl,lastPrice,lastVolume,marketValue,price,secName,side,symbol,volume,vwap,fpnlDiluted,vwapDiluted
2026-07-27 10:27:02,2026-08-11 14:50:00,7e720bfb-8653-11f1-ab08-00163e022aa6,10750.05760248103,2500,,,,10750.05760248103,224.942063732958,4.400000095367432,1200,10974.99966621399,4.389999866485596,双良节能,1,SHSE.600481,2500,4.3000230409924125,224.942063732958,4.3000230409924125
2026-07-27 10:27:02,2026-08-11 13:58:59,7e720bfb-8653-11f1-ab08-00163e022aa6,20798.499989509583,400,300,,,20798.499989509583,1849.4995832443237,57.25,200,22647.999572753906,56.619998931884766,五洲新春,1,SHSE.603667,400,51.996249973773956,1849.4995832443237,51.996249973773956
