time,open,close,high,low,volume,amount
2026-07-17 09:30:00,21.07,21.07,21.07,21.07,66.0,139062.0
2026-07-17 09:31:00,21.0,21.0,21.0,21.0,1815.0,3818753.0
2026-07-17 09:32:00,20.98,20.98,20.98,20.98,2630.0,5528635.07
2026-07-17 09:33:00,20.93,20.93,20.93,20.93,4562.0,9576502.49
2026-07-17 09:34:00,20.81,20.81,20.81,20.81,6157.0,12904277.69
2026-07-17 09:35:00,20.74,20.74,20.74,20.74,7492.0,15672040.14
2026-07-17 09:36:00,20.63,20.63,20.63,20.63,9134.0,19072308.5
2026-07-17 09:37:00,20.55,20.55,20.55,20.55,10904.0,22717582.17
2026-07-17 09:38:00,20.6,20.6,20.6,20.6,11804.0,24572732.78
2026-07-17 09:39:00,20.74,20.74,20.74,20.74,13233.0,27520918.5
2026-07-17 09:40:00,20.83,20.83,20.83,20.83,14281.0,29701141.48
2026-07-17 09:41:00,20.86,20.86,20.86,20.86,15068.0,31344163.33
2026-07-17 09:42:00,20.82,20.82,20.82,20.82,16154.0,33608449.22
2026-07-17 09:43:00,20.79,20.79,20.79,20.79,16627.0,34592822.21
2026-07-17 09:44:00,20.71,20.71,20.71,20.71,17035.0,35438726.27
2026-07-17 09:45:00,20.75,20.75,20.75,20.75,17509.0,36420643.36
2026-07-17 09:46:00,20.64,20.64,20.64,20.64,18186.0,37818898.56
2026-07-17 09:47:00,20.58,20.58,20.58,20.58,18914.0,39317300.85
2026-07-17 09:48:00,20.6,20.6,20.6,20.6,19485.0,40492530.07
2026-07-17 09:49:00,20.52,20.52,20.52,20.52,20510.0,42597455.51
2026-07-17 09:50:00,20.64,20.64,20.64,20.64,21029.0,43665066.69
2026-07-17 09:51:00,20.74,20.74,20.74,20.74,21285.0,44194496.72
2026-07-17 09:52:00,20.91,20.91,20.91,20.91,21997.0,45678552.63
2026-07-17 09:53:00,20.83,20.83,20.83,20.83,22549.0,46830956.53
2026-07-17 09:54:00,20.86,20.86,20.86,20.86,22822.0,47400123.5
2026-07-17 09:55:00,20.9,20.9,20.9,20.9,23156.0,48097729.44
2026-07-17 09:56:00,20.91,20.91,20.91,20.91,23854.0,49556615.3
2026-07-17 09:57:00,20.94,20.94,20.94,20.94,24158.0,50192991.23
2026-07-17 09:58:00,20.92,20.92,20.92,20.92,24413.0,50727124.17
2026-07-17 09:59:00,20.98,20.98,20.98,20.98,24967.0,51888770.8
2026-07-17 10:00:00,20.9,20.9,20.9,20.9,25148.0,52267271.77
2026-07-17 10:01:00,20.82,20.82,20.82,20.82,25368.0,52726033.75
2026-07-17 10:02:00,20.75,20.75,20.75,20.75,25648.0,53308129.75
2026-07-17 10:03:00,20.72,20.72,20.72,20.72,25701.0,53418014.75
2026-07-17 10:04:00,20.82,20.82,20.82,20.82,25957.0,53949195.76
2026-07-17 10:05:00,20.9,20.9,20.9,20.9,26255.0,54570194.74
2026-07-17 10:06:00,20.86,20.86,20.86,20.86,26420.0,54914584.72
2026-07-17 10:07:00,20.79,20.79,20.79,20.79,26637.0,55366404.71
2026-07-17 10:08:00,20.67,20.67,20.67,20.67,26788.0,55679678.72
2026-07-17 10:09:00,20.69,20.69,20.69,20.69,27003.0,56124162.75
2026-07-17 10:10:00,20.65,20.65,20.65,20.65,27308.0,56754957.79
