time,open,close,high,low,volume,amount
2026-07-20 09:30:00,3.94,3.94,3.94,3.94,6271.0,2470774.0
2026-07-20 09:31:00,3.97,3.97,3.97,3.97,20180.0,7989721.55
2026-07-20 09:32:00,3.91,3.91,3.91,3.91,44081.0,17404900.27
2026-07-20 09:33:00,3.89,3.89,3.89,3.89,68393.0,26871553.12
2026-07-20 09:34:00,3.92,3.92,3.92,3.92,81646.0,32048095.44
2026-07-20 09:35:00,3.96,3.96,3.96,3.96,88302.0,34674027.37
2026-07-20 09:36:00,3.95,3.95,3.95,3.95,93872.0,36877456.29
2026-07-20 09:37:00,3.93,3.93,3.93,3.93,101062.0,39706811.27
2026-07-20 09:38:00,3.91,3.91,3.91,3.91,107369.0,42175889.31
2026-07-20 09:39:00,3.9,3.9,3.9,3.9,118929.0,46692159.4
2026-07-20 09:40:00,3.9,3.9,3.9,3.9,126555.0,49664975.48
2026-07-20 09:41:00,3.9,3.9,3.9,3.9,132821.0,52107916.53
2026-07-20 09:42:00,3.88,3.88,3.88,3.88,142620.0,55918855.64
2026-07-20 09:43:00,3.84,3.84,3.84,3.84,156020.0,61084263.9
2026-07-20 09:44:00,3.9,3.9,3.9,3.9,174719.0,68295643.19
2026-07-20 09:45:00,3.9,3.9,3.9,3.9,185411.0,72459160.23
2026-07-20 09:46:00,3.92,3.92,3.92,3.92,196423.0,76763172.23
2026-07-20 09:47:00,3.9,3.9,3.9,3.9,200783.0,78464444.24
2026-07-20 09:48:00,3.91,3.91,3.91,3.91,211182.0,82519490.25
2026-07-20 09:49:00,3.9,3.9,3.9,3.9,214759.0,83915029.26
2026-07-20 09:50:00,3.88,3.88,3.88,3.88,221794.0,86649238.29
2026-07-20 09:51:00,3.89,3.89,3.89,3.89,224405.0,87663581.3
2026-07-20 09:52:00,3.87,3.87,3.87,3.87,229039.0,89461624.33
2026-07-20 09:53:00,3.86,3.86,3.86,3.86,237344.0,92667366.4
2026-07-20 09:54:00,3.86,3.86,3.86,3.86,241516.0,94276110.44
2026-07-20 09:55:00,3.85,3.85,3.85,3.85,248158.0,96833824.5
2026-07-20 09:56:00,3.88,3.88,3.88,3.88,258718.0,100906425.59
2026-07-20 09:57:00,3.89,3.89,3.89,3.89,261597.0,102025372.6
2026-07-20 09:58:00,3.89,3.89,3.89,3.89,262743.0,102471007.6
2026-07-20 09:59:00,3.88,3.88,3.88,3.88,268641.0,104759534.62
2026-07-20 10:00:00,3.88,3.88,3.88,3.88,270175.0,105353971.62
2026-07-20 10:01:00,3.87,3.87,3.87,3.87,272118.0,106106243.63
2026-07-20 10:02:00,3.87,3.87,3.87,3.87,279826.0,109087270.67
2026-07-20 10:03:00,3.88,3.88,3.88,3.88,288098.0,112297768.7
2026-07-20 10:04:00,3.88,3.88,3.88,3.88,292260.0,113911766.71
2026-07-20 10:05:00,3.88,3.88,3.88,3.88,295270.0,115080649.72
2026-07-20 10:06:00,3.88,3.88,3.88,3.88,298553.0,116354432.73
2026-07-20 10:07:00,3.87,3.87,3.87,3.87,300679.0,117178726.73
2026-07-20 10:08:00,3.88,3.88,3.88,3.88,301960.0,117674939.74
2026-07-20 10:09:00,3.88,3.88,3.88,3.88,303685.0,118342776.39
2026-07-20 10:10:00,3.88,3.88,3.88,3.88,312343.0,121702787.38
2026-07-20 10:11:00,3.89,3.89,3.89,3.89,314157.0,122408627.37
2026-07-20 10:12:00,3.89,3.89,3.89,3.89,315856.0,123068544.37
2026-07-20 10:13:00,3.87,3.87,3.87,3.87,325971.0,126985969.35
2026-07-20 10:14:00,3.87,3.87,3.87,3.87,329672.0,128415542.33
2026-07-20 10:15:00,3.86,3.86,3.86,3.86,333691.0,129967121.32
2026-07-20 10:16:00,3.84,3.84,3.84,3.84,347278.0,135194035.25
2026-07-20 10:17:00,3.83,3.83,3.83,3.83,353678.0,137644578.21
2026-07-20 10:18:00,3.82,3.82,3.82,3.82,362864.0,141149649.15
2026-07-20 10:19:00,3.81,3.81,3.81,3.81,371026.0,144259043.08
2026-07-20 10:20:00,3.8,3.8,3.8,3.8,381197.0,148125221.0
2026-07-20 10:21:00,3.78,3.78,3.78,3.78,391734.0,152126703.92
2026-07-20 10:22:00,3.8,3.8,3.8,3.8,404507.0,156971641.82
2026-07-20 10:23:00,3.8,3.8,3.8,3.8,407191.0,157991993.8
2026-07-20 10:24:00,3.81,3.81,3.81,3.81,410775.0,159356943.78
2026-07-20 10:25:00,3.82,3.82,3.82,3.82,413129.0,160253733.77
2026-07-20 10:26:00,3.83,3.83,3.83,3.83,416635.0,161593520.75
2026-07-20 10:27:00,3.81,3.81,3.81,3.81,420011.0,162883689.73
2026-07-20 10:28:00,3.82,3.82,3.82,3.82,420910.0,163226501.73
2026-07-20 10:29:00,3.81,3.81,3.81,3.81,422312.0,163761183.72
2026-07-20 10:30:00,3.81,3.81,3.81,3.81,422858.0,163969350.72
2026-07-20 10:31:00,3.81,3.81,3.81,3.81,427328.0,165672535.69
2026-07-20 10:32:00,3.81,3.81,3.81,3.81,429635.0,166550031.68
2026-07-20 10:33:00,3.8,3.8,3.8,3.8,435614.0,168819229.64
2026-07-20 10:34:00,3.78,3.78,3.78,3.78,441366.0,170996339.6
2026-07-20 10:35:00,3.79,3.79,3.79,3.79,444758.0,172280734.58
2026-07-20 10:36:00,3.78,3.78,3.78,3.78,449354.0,174019218.54
2026-07-20 10:37:00,3.79,3.79,3.79,3.79,451943.0,174998262.52
2026-07-20 10:38:00,3.8,3.8,3.8,3.8,454369.0,175917913.51
2026-07-20 10:39:00,3.79,3.79,3.79,3.79,458704.0,177562321.94
2026-07-20 10:40:00,3.8,3.8,3.8,3.8,463554.0,179404531.92
2026-07-20 10:41:00,3.81,3.81,3.81,3.81,464263.0,179674122.92
2026-07-20 10:42:00,3.8,3.8,3.8,3.8,467787.0,181013845.91
2026-07-20 10:43:00,3.81,3.81,3.81,3.81,468619.0,181329780.91
2026-07-20 10:44:00,3.81,3.81,3.81,3.81,469373.0,181616403.91
2026-07-20 10:45:00,3.82,3.82,3.82,3.82,473253.0,183093719.9
2026-07-20 10:46:00,3.83,3.83,3.83,3.83,476777.0,184439971.9
2026-07-20 10:47:00,3.82,3.82,3.82,3.82,478224.0,184992922.89
2026-07-20 10:48:00,3.82,3.82,3.82,3.82,478969.0,185278029.9
2026-07-20 10:49:00,3.83,3.83,3.83,3.83,480360.0,185809910.9
2026-07-20 10:50:00,3.84,3.84,3.84,3.84,485756.0,187881225.91
2026-07-20 10:51:00,3.85,3.85,3.85,3.85,487374.0,188504043.91
2026-07-20 10:52:00,3.84,3.84,3.84,3.84,487968.0,188732182.91
2026-07-20 10:53:00,3.82,3.82,3.82,3.82,489418.0,189287514.91
2026-07-20 10:54:00,3.82,3.82,3.82,3.82,490427.0,189673842.91
2026-07-20 10:55:00,3.83,3.83,3.83,3.83,491115.0,189937032.92
2026-07-20 10:56:00,3.82,3.82,3.82,3.82,491794.0,190196523.92
2026-07-20 10:57:00,3.82,3.82,3.82,3.82,495351.0,191558583.92
2026-07-20 10:58:00,3.85,3.85,3.85,3.85,497810.0,192502861.93
2026-07-20 10:59:00,3.86,3.86,3.86,3.86,500605.0,193578781.93
2026-07-20 11:00:00,3.84,3.84,3.84,3.84,501838.0,194053533.93
2026-07-20 11:01:00,3.84,3.84,3.84,3.84,505806.0,195579716.93
2026-07-20 11:02:00,3.85,3.85,3.85,3.85,510463.0,197369270.94
2026-07-20 11:03:00,3.85,3.85,3.85,3.85,511934.0,197934960.94
2026-07-20 11:04:00,3.83,3.83,3.83,3.83,513530.0,198547884.94
2026-07-20 11:05:00,3.83,3.83,3.83,3.83,514099.0,198765962.94
2026-07-20 11:06:00,3.83,3.83,3.83,3.83,514648.0,198976723.94
2026-07-20 11:07:00,3.82,3.82,3.82,3.82,518108.0,200300083.95
2026-07-20 11:08:00,3.82,3.82,3.82,3.82,519088.0,200674422.95
