time,open,close,high,low,volume,amount
2026-07-21 09:30:00,104.9,104.9,104.9,104.9,5802.0,60862980.0
2026-07-21 09:31:00,103.93,103.93,103.93,103.93,33517.0,350894343.1
2026-07-21 09:32:00,101.15,101.15,101.15,101.15,59596.0,617599708.09
2026-07-21 09:33:00,99.9,99.9,99.9,99.9,89183.0,914662934.54
2026-07-21 09:34:00,99.09,99.09,99.09,99.09,110554.0,1126942283.4
2026-07-21 09:35:00,101.01,101.01,101.01,101.01,133670.0,1357939990.49
2026-07-21 09:36:00,100.42,100.42,100.42,100.42,147425.0,1496873481.16
2026-07-21 09:37:00,102.3,102.3,102.3,102.3,160768.0,1631733996.35
2026-07-21 09:38:00,102.65,102.65,102.65,102.65,172146.0,1748489169.98
2026-07-21 09:39:00,102.7,102.7,102.7,102.7,179896.0,1828229306.44
2026-07-21 09:40:00,101.74,101.74,101.74,101.74,186083.0,1891427220.97
2026-07-21 09:41:00,102.0,102.0,102.0,102.0,195110.0,1983402444.67
2026-07-21 09:42:00,101.56,101.56,101.56,101.56,201545.0,2048858804.42
2026-07-21 09:43:00,100.3,100.3,100.3,100.3,206256.0,2096436712.16
2026-07-21 09:44:00,100.81,100.81,100.81,100.81,215385.0,2188087156.75
2026-07-21 09:45:00,100.04,100.04,100.04,100.04,221009.0,2244547003.8
2026-07-21 09:46:00,99.01,99.01,99.01,99.01,229518.0,2329338420.88
2026-07-21 09:47:00,99.64,99.64,99.64,99.64,244010.0,2473711294.03
2026-07-21 09:48:00,99.1,99.1,99.1,99.1,249891.0,2532250085.42
2026-07-21 09:49:00,98.79,98.79,98.79,98.79,258623.0,2618661692.02
2026-07-21 09:50:00,97.3,97.3,97.3,97.3,266478.0,2695693933.67
2026-07-21 09:51:00,96.61,96.61,96.61,96.61,282396.0,2849953862.5
2026-07-21 09:52:00,96.42,96.42,96.42,96.42,299709.0,3017049457.44
2026-07-21 09:53:00,95.84,95.84,95.84,95.84,310809.0,3123663351.08
2026-07-21 09:54:00,96.17,96.17,96.17,96.17,332842.0,3334774027.99
2026-07-21 09:55:00,96.4,96.4,96.4,96.4,343181.0,3434464163.89
2026-07-21 09:56:00,95.9,95.9,95.9,95.9,350604.0,3505668344.5
2026-07-21 09:57:00,95.61,95.61,95.61,95.61,357252.0,3569339671.01
2026-07-21 09:58:00,95.28,95.28,95.28,95.28,370510.0,3695779841.21
2026-07-21 09:59:00,95.27,95.27,95.27,95.27,396269.0,3941192167.68
2026-07-21 10:00:00,95.28,95.28,95.28,95.28,404983.0,4024220392.41
2026-07-21 10:01:00,95.37,95.37,95.37,95.37,411358.0,4085022163.89
2026-07-21 10:02:00,95.27,95.27,95.27,95.27,419826.0,4165708034.5
2026-07-21 10:03:00,95.27,95.27,95.27,95.27,427200.0,4235961099.36
2026-07-21 10:04:00,95.27,95.27,95.27,95.27,429241.0,4255405707.14
2026-07-21 10:05:00,95.27,95.27,95.27,95.27,430889.0,4271106203.76
2026-07-21 10:06:00,95.27,95.27,95.27,95.27,432006.0,4281747863.18
2026-07-21 10:07:00,95.27,95.27,95.27,95.27,433498.0,4295962147.73
2026-07-21 10:08:00,95.27,95.27,95.27,95.27,434998.0,4310252648.29
2026-07-21 10:09:00,95.27,95.27,95.27,95.27,435841.0,4318283909.6
2026-07-21 10:10:00,95.27,95.27,95.27,95.27,436328.0,4322923558.78
2026-07-21 10:11:00,95.27,95.27,95.27,95.27,436849.0,4327887125.97
2026-07-21 10:12:00,95.27,95.27,95.27,95.27,437317.0,4332345762.14
2026-07-21 10:13:00,95.27,95.27,95.27,95.27,437625.0,4335280078.25
2026-07-21 10:14:00,95.27,95.27,95.27,95.27,438093.0,4339738714.42
2026-07-21 10:15:00,95.27,95.27,95.27,95.27,438949.0,4347893826.73
2026-07-21 10:16:00,96.0,96.0,96.0,96.0,465745.0,4603363702.14
2026-07-21 10:17:00,96.46,96.46,96.46,96.46,473495.0,4678123503.14
2026-07-21 10:18:00,95.59,95.59,95.59,95.59,478674.0,4727794546.64
2026-07-21 10:19:00,95.28,95.28,95.28,95.28,483784.0,4776529400.17
2026-07-21 10:20:00,95.29,95.29,95.29,95.29,489218.0,4828304919.42
2026-07-21 10:21:00,96.04,96.04,96.04,96.04,491814.0,4853102651.93
2026-07-21 10:22:00,96.45,96.45,96.45,96.45,495382.0,4887443316.74
