date,symbol,side,posi_balance,posi_vwap,price,market_value
2026-04-28 16:00:00,SHSE.600176,多,300,33.5731919659888,34.34120777364043,10302.362332092129
2026-04-29 16:00:00,SHSE.600176,多,300,33.5731919659888,35.535684565767056,10660.705369730116
2026-04-30 16:00:00,SHSE.600176,多,300,33.5731919659888,34.34120777364043,10302.362332092129
2026-05-06 16:00:00,SHSE.600176,多,200,33.5731919659888,36.82970109057089,7365.940218114179
2026-05-07 16:00:00,SHSE.600176,多,200,33.5731919659888,37.75542060446902,7551.0841208938045
2026-05-08 16:00:00,SHSE.600176,多,200,33.5731919659888,37.82509841734308,7565.019683468616
2026-05-11 16:00:00,SHSE.600176,多,100,33.5731919659888,37.835052390610805,3783.5052390610804
2026-05-12 16:00:00,SHSE.600176,多,100,33.5731919659888,37.64592689852409,3764.592689852409
2026-05-13 16:00:00,SHSE.600176,多,100,33.5731919659888,37.9246381500203,3792.46381500203
2026-05-14 16:00:00,SHSE.600176,多,100,33.5731919659888,37.446847433169644,3744.6847433169646
2026-05-15 16:00:00,SHSE.600176,多,100,33.5731919659888,33.70415348450623,3370.415348450623
2026-05-18 16:00:00,SHSE.600176,多,100,33.5731919659888,33.98286473600245,3398.286473600245
2026-05-19 16:00:00,SHSE.600176,多,100,33.5731919659888,34.73936670434931,3473.936670434931
2026-05-20 16:00:00,SHSE.600176,多,100,33.5731919659888,34.94840014297146,3494.840014297146
2026-05-21 16:00:00,SHSE.600176,多,100,33.5731919659888,35.35651304694806,3535.6513046948057
2026-05-22 16:00:00,SHSE.600176,多,100,33.5731919659888,38.173487481713344,3817.3487481713346
2026-05-25 16:00:00,SHSE.600176,多,100,33.5731919659888,39.23856262135959,3923.8562621359592
2026-05-26 16:00:00,SHSE.600176,多,100,33.5731919659888,41.09000164915585,4109.000164915586
2026-05-27 16:00:00,SHSE.600176,多,100,33.5731919659888,39.53,3953.0
2026-05-28 16:00:00,SHSE.600176,多,100,33.5731919659888,43.48,4348.0
2026-05-29 16:00:00,SHSE.600176,多,100,33.5731919659888,42.1,4210.0
2026-06-01 16:00:00,SHSE.600176,多,100,33.5731919659888,38.32,3832.0
2026-06-02 16:00:00,SHSE.600176,多,100,33.5731919659888,38.9,3890.0
2026-06-03 16:00:00,SHSE.600176,多,100,33.5731919659888,37.91,3790.9999999999995
2026-06-04 16:00:00,SHSE.600176,多,200,35.95138611776836,38.39,7678.0
2026-06-05 16:00:00,SHSE.600176,多,200,35.95138611776836,36.96,7392.0
2026-06-08 16:00:00,SHSE.600176,多,200,35.95138611776836,35.56,7112.0
2026-06-09 16:00:00,SHSE.600176,多,200,35.95138611776836,39.12,7823.999999999999
2026-06-10 16:00:00,SHSE.600176,多,200,35.95138611776836,39.37,7873.999999999999
2026-06-11 16:00:00,SHSE.600176,多,300,37.57432557377369,41.07,12321.0
2026-06-12 16:00:00,SHSE.600176,多,200,37.57432557377369,41.61,8322.0
2026-06-15 16:00:00,SHSE.600176,多,200,37.57432557377369,45.77,9154.0
2026-06-16 16:00:00,SHSE.600176,多,200,37.57432557377369,49.64,9928.0
2026-06-17 16:00:00,SHSE.600176,多,200,37.57432557377369,54.6,10920.0
2026-06-18 16:00:00,SHSE.600176,多,200,37.57432557377369,53.5,10700.0
2026-06-22 16:00:00,SHSE.600176,多,200,37.57432557377369,58.38,11676.0
2026-06-23 16:00:00,SHSE.600176,多,200,37.57432557377369,58.93,11786.0
2026-06-24 16:00:00,SHSE.600176,多,200,37.57432557377369,64.82,12963.999999999998
2026-06-25 16:00:00,SHSE.600176,多,200,37.57432557377369,70.8,14160.0
2026-06-26 16:00:00,SHSE.600176,多,200,37.57432557377369,74.12,14824.0
2026-06-29 16:00:00,SHSE.600176,多,200,37.57432557377369,70.98,14196.0
2026-06-30 16:00:00,SHSE.600176,多,200,37.57432557377369,72.88,14576.0
2026-07-01 16:00:00,SHSE.600176,多,200,37.57432557377369,70.26999999999998,14053.999999999996
2026-07-02 16:00:00,SHSE.600176,多,200,37.57432557377369,67.82,13563.999999999998
2026-07-03 16:00:00,SHSE.600176,多,200,37.57432557377369,70.9,14180.000000000002
2026-07-06 16:00:00,SHSE.600176,多,200,37.57432557377369,63.81,12762.0
2026-07-07 16:00:00,SHSE.600176,多,200,37.57432557377369,60.00000000000001,12000.000000000002
2026-07-08 16:00:00,SHSE.600176,多,200,37.57432557377369,56.06,11212.0
2026-07-09 16:00:00,SHSE.600176,多,200,37.57432557377369,58.7,11740.0
2026-07-10 16:00:00,SHSE.600176,多,200,37.57432557377369,55.7,11140.0
2026-07-13 16:00:00,SHSE.600176,多,200,37.57432557377369,50.13,10026.0
2026-07-14 16:00:00,SHSE.600176,多,200,37.57432557377369,54.52,10904.0
2026-07-15 16:00:00,SHSE.600176,多,200,37.57432557377369,53.0,10600.0
2026-07-16 16:00:00,SHSE.600176,多,200,37.57432557377369,47.71,9542.0
2026-07-17 16:00:00,SHSE.600176,多,200,37.57432557377369,43.8,8760.0
2026-07-20 16:00:00,SHSE.600176,多,200,37.57432557377369,39.44,7888.0
2026-07-21 16:00:00,SHSE.600176,多,200,37.57432557377369,43.0,8600.0
2026-07-22 16:00:00,SHSE.600176,多,200,37.57432557377369,38.7,7740.000000000001
2026-07-23 16:00:00,SHSE.600176,多,200,37.57432557377369,38.36,7672.0
2026-07-24 16:00:00,SHSE.600176,多,200,37.57432557377369,37.34,7468.000000000001
2026-05-08 16:00:00,SHSE.603667,多,500,71.56557934126651,78.02570929213792,39012.85464606896
2026-05-11 16:00:00,SHSE.603667,多,500,71.56557934126651,79.03384497571295,39516.92248785648
2026-05-12 16:00:00,SHSE.603667,多,500,71.56557934126651,79.79244212374958,39896.22106187479
2026-05-13 16:00:00,SHSE.603667,多,400,71.56557934126651,81.24974717129369,32499.898868517477
2026-05-14 16:00:00,SHSE.603667,多,400,71.56557934126651,76.80796123871067,30723.18449548427
2026-05-15 16:00:00,SHSE.603667,多,400,71.56557934126651,84.27415422201874,33709.66168880749
2026-05-18 16:00:00,SHSE.603667,多,400,71.56557934126651,84.84310208304622,33937.240833218486
2026-05-19 16:00:00,SHSE.603667,多,400,71.56557934126651,83.72516944383432,33490.067777533724
2026-05-20 16:00:00,SHSE.603667,多,400,71.56557934126651,79.8523313722788,31940.932548911518
2026-05-21 16:00:00,SHSE.603667,多,400,71.56557934126651,84.5835820060863,33833.43280243452
2026-05-22 16:00:00,SHSE.603667,多,400,71.56557934126651,88.00725071367276,35202.900285469106
2026-05-25 16:00:00,SHSE.603667,多,400,71.56557934126651,86.91926269872548,34767.70507949019
2026-05-26 16:00:00,SHSE.603667,多,400,71.56557934126651,86.55992720755022,34623.97088302008
2026-05-27 16:00:00,SHSE.603667,多,400,71.56557934126651,77.9059307950795,31162.3723180318
2026-05-28 16:00:00,SHSE.603667,多,400,71.56557934126651,74.60204058455146,29840.816233820584
2026-05-29 16:00:00,SHSE.603667,多,400,71.56557934126651,71.6275412409341,28651.01649637364
2026-06-01 16:00:00,SHSE.603667,多,400,71.56557934126651,68.20387253334763,27281.549013339056
2026-06-02 16:00:00,SHSE.603667,多,400,71.56557934126651,68.90258043285506,27561.032173142023
2026-06-03 16:00:00,SHSE.603667,多,400,71.56557934126651,70.1402915691254,28056.116627650157
2026-06-04 16:00:00,SHSE.603667,多,400,71.56557934126651,71.70739357230636,28682.957428922542
2026-06-05 16:00:00,SHSE.603667,多,400,71.56557934126651,74.20277892769008,29681.11157107603
2026-06-08 16:00:00,SHSE.603667,多,400,71.56557934126651,74.45231746322845,29780.926985291382
2026-06-09 16:00:00,SHSE.603667,多,400,71.56557934126651,72.94510470857668,29178.041883430673
2026-06-10 16:00:00,SHSE.603667,多,400,71.56557934126651,66.95617985565576,26782.471942262306
2026-06-11 16:00:00,SHSE.603667,多,400,71.56557934126651,64.89000078139806,25956.000312559223
2026-06-12 16:00:00,SHSE.603667,多,400,71.56557934126651,63.93,25572.0
2026-06-15 16:00:00,SHSE.603667,多,400,71.56557934126651,67.0,26800.0
2026-06-16 16:00:00,SHSE.603667,多,400,71.56557934126651,66.38,26552.0
2026-06-17 16:00:00,SHSE.603667,多,400,71.56557934126651,66.52,26608.0
2026-06-18 16:00:00,SHSE.603667,多,400,71.56557934126651,67.73,27092.0
2026-06-22 16:00:00,SHSE.603667,多,400,71.56557934126651,65.77,26308.0
2026-06-23 16:00:00,SHSE.603667,多,400,71.56557934126651,63.51,25404.0
2026-06-24 16:00:00,SHSE.603667,多,400,71.56557934126651,66.1,26439.999999999996
2026-06-25 16:00:00,SHSE.603667,多,400,71.56557934126651,64.07,25627.999999999996
2026-04-28 16:00:00,SZSE.000988,多,300,117.2342895769835,115.39799021489311,34619.397064467936
2026-04-29 16:00:00,SZSE.000988,多,300,117.2342895769835,118.84225932330546,35652.67779699164
2026-04-30 16:00:00,SZSE.000988,多,300,116.91873523951821,119.33144537058719,35799.43361117616
2026-05-06 16:00:00,SZSE.000988,多,300,119.70719162059852,124.98204338612742,37494.61301583822
2026-05-07 16:00:00,SZSE.000988,多,300,121.98341303367008,133.27823941247712,39983.47182374314
2026-05-08 16:00:00,SZSE.000988,多,200,121.98341303367008,136.46294041416851,27292.588082833703
2026-05-11 16:00:00,SZSE.000988,多,200,121.98341303367008,147.31488395284737,29462.976790569475
2026-05-12 16:00:00,SZSE.000988,多,200,121.98341303367008,143.92053178803522,28784.106357607045
2026-05-13 16:00:00,SZSE.000988,多,100,121.98341303367008,141.86395371170784,14186.395371170784
2026-05-14 16:00:00,SZSE.000988,多,100,121.98341303367008,137.17176101329107,13717.176101329107
2026-05-15 16:00:00,SZSE.000988,多,100,121.98341303367008,133.7574420710388,13375.74420710388
2026-05-18 16:00:00,SZSE.000988,多,200,133.9835304130287,147.1351829558867,29427.03659117734
2026-05-19 16:00:00,SZSE.000988,多,200,133.9835304130287,158.1368773253661,31627.37546507322
2026-05-20 16:00:00,SZSE.000988,多,200,133.9835304130287,163.14853846282404,32629.707692564807
2026-05-21 16:00:00,SZSE.000988,多,200,133.9835304130287,153.70425273367024,30740.850546734047
2026-05-22 16:00:00,SZSE.000988,多,200,133.9835304130287,156.05034908287865,31210.06981657573
2026-05-25 16:00:00,SZSE.000988,多,200,133.9835304130287,171.65438565229448,34330.877130458895
2026-05-26 16:00:00,SZSE.000988,多,200,133.9835304130287,170.0370766796487,34007.41533592974
2026-05-27 16:00:00,SZSE.000988,多,200,133.9835304130287,159.6144188559314,31922.88377118628
2026-05-28 16:00:00,SZSE.000988,多,200,133.9835304130287,165.35486736995193,33070.97347399039
2026-05-29 16:00:00,SZSE.000988,多,200,133.9835304130287,151.66764143478295,30333.52828695659
2026-06-01 16:00:00,SZSE.000988,多,300,142.6273544717155,142.83234241755133,42849.7027252654
2026-06-02 16:00:00,SZSE.000988,多,300,142.6273544717155,149.0020766465334,44700.622993960016
2026-06-03 16:00:00,SZSE.000988,多,300,149.36765847885883,154.13353844863175,46240.06153458953
2026-06-04 16:00:00,SZSE.000988,多,300,151.42523093312897,158.09694377048598,47429.083131145795
2026-06-05 16:00:00,SZSE.000988,多,300,156.033008301034,156.93887067896182,47081.66120368855
2026-06-08 16:00:00,SZSE.000988,多,300,156.033008301034,148.60274109773198,44580.82232931959
2026-06-09 16:00:00,SZSE.000988,多,300,156.033008301034,155.27164476271585,46581.493428814756
2026-06-10 16:00:00,SZSE.000988,多,300,153.42127289325683,148.7524919285325,44625.74757855975
2026-06-11 16:00:00,SZSE.000988,多,300,153.42127289325683,150.2500002365379,45075.00007096137
2026-06-12 16:00:00,SZSE.000988,多,300,153.42127289325683,151.01,45303.0
2026-06-15 16:00:00,SZSE.000988,多,200,153.42127289325683,160.98,32195.999999999996
2026-06-16 16:00:00,SZSE.000988,多,300,157.77089857798467,163.99999999999997,49199.99999999999
2026-06-17 16:00:00,SZSE.000988,多,300,162.0094436382346,170.51,51153.0
2026-06-18 16:00:00,SZSE.000988,多,200,162.0094436382346,177.55,35510.0
2026-06-22 16:00:00,SZSE.000988,多,200,162.0094436382346,174.67,34934.0
2026-06-23 16:00:00,SZSE.000988,多,200,162.0094436382346,163.66,32732.0
2026-06-24 16:00:00,SZSE.000988,多,300,163.83715030352695,167.89,50366.99999999999
2026-06-25 16:00:00,SZSE.000988,多,300,166.88394973246105,173.58,52074.00000000001
2026-06-26 16:00:00,SZSE.000988,多,300,166.88394973246105,160.94,48282.0
2026-06-29 16:00:00,SZSE.000988,多,300,170.45886581640414,177.03,53109.0
2026-06-30 16:00:00,SZSE.000988,多,200,170.45886581640414,184.61,36922.0
2026-07-01 16:00:00,SZSE.000988,多,200,170.45886581640414,173.55,34710.0
2026-07-02 16:00:00,SZSE.000988,多,200,170.45886581640414,156.2,31239.999999999996
2026-07-03 16:00:00,SZSE.000988,多,200,170.45886581640414,153.94999999999996,30789.999999999993
