date,symbol,side,posi_balance,posi_vwap,price,market_value
2026-04-27 16:00:00,SZSE.000988,多,800,117.33414516357921,118.59267460530457,94874.13968424365
2026-04-28 16:00:00,SZSE.000988,多,600,117.33414516357921,115.39799021489311,69238.79412893587
2026-04-29 16:00:00,SZSE.000988,多,700,117.18292920141225,118.84225932330546,83189.58152631382
2026-04-30 16:00:00,SZSE.000988,多,900,116.6360408920092,119.33144537058719,107398.30083352847
2026-05-06 16:00:00,SZSE.000988,多,1300,119.14221929124702,124.98204338612742,162476.65640196565
2026-05-07 16:00:00,SZSE.000988,多,1600,120.28922975140898,133.27823941247712,213245.1830599634
2026-05-08 16:00:00,SZSE.000988,多,1600,120.28922975140898,136.46294041416851,218340.70466266962
2026-05-11 16:00:00,SZSE.000988,多,1600,120.28922975140898,147.31488395284737,235703.8143245558
2026-05-12 16:00:00,SZSE.000988,多,1600,120.28922975140898,143.92053178803522,230272.85086085636
2026-05-13 16:00:00,SZSE.000988,多,1600,120.28922975140898,141.86395371170784,226982.32593873254
2026-05-14 16:00:00,SZSE.000988,多,1600,120.28922975140898,137.17176101329107,219474.8176212657
2026-05-15 16:00:00,SZSE.000988,多,1600,120.28922975140898,133.7574420710388,214011.9073136621
2026-05-18 16:00:00,SZSE.000988,多,1600,120.28922975140898,147.1351829558867,235416.29272941872
2026-05-19 16:00:00,SZSE.000988,多,1600,120.28922975140898,158.1368773253661,253019.00372058575
2026-05-20 16:00:00,SZSE.000988,多,1600,120.28922975140898,163.14853846282404,261037.66154051846
2026-05-21 16:00:00,SZSE.000988,多,1600,120.28922975140898,153.70425273367024,245926.80437387238
2026-05-22 16:00:00,SZSE.000988,多,1600,120.28922975140898,156.05034908287865,249680.55853260585
2026-05-25 16:00:00,SZSE.000988,多,1600,120.28922975140898,171.65438565229448,274647.01704367116
2026-05-26 16:00:00,SZSE.000988,多,1600,120.28922975140898,170.0370766796487,272059.32268743793
2026-05-27 16:00:00,SZSE.000988,多,1600,120.28922975140898,159.6144188559314,255383.07016949024
2026-05-28 16:00:00,SZSE.000988,多,1600,120.28922975140898,165.35486736995193,264567.7877919231
2026-05-29 16:00:00,SZSE.000988,多,1600,120.28922975140898,151.66764143478295,242668.2262956527
2026-06-01 16:00:00,SZSE.000988,多,1600,120.28922975140898,142.83234241755133,228531.74786808214
2026-06-02 16:00:00,SZSE.000988,多,1600,120.28922975140898,149.0020766465334,238403.32263445342
2026-06-03 16:00:00,SZSE.000988,多,1600,120.28922975140898,154.13353844863175,246613.6615178108
2026-06-04 16:00:00,SZSE.000988,多,1600,120.28922975140898,158.09694377048598,252955.11003277756
2026-06-05 16:00:00,SZSE.000988,多,1600,120.28922975140898,156.93887067896182,251102.1930863389
2026-06-08 16:00:00,SZSE.000988,多,1600,120.28922975140898,148.60274109773198,237764.38575637116
2026-06-09 16:00:00,SZSE.000988,多,1600,120.28922975140898,155.27164476271585,248434.63162034538
2026-06-10 16:00:00,SZSE.000988,多,1600,120.28922975140898,148.7524919285325,238003.98708565198
2026-06-11 16:00:00,SZSE.000988,多,1600,120.28922975140898,150.2500002365379,240400.00037846062
2026-06-12 16:00:00,SZSE.000988,多,1600,120.28922975140898,151.01,241616.0
2026-06-15 16:00:00,SZSE.000988,多,1600,120.28922975140898,160.98,257567.99999999997
2026-06-16 16:00:00,SZSE.000988,多,1600,120.28922975140898,163.99999999999997,262399.99999999994
2026-06-17 16:00:00,SZSE.000988,多,1600,120.28922975140898,170.51,272816.0
2026-06-18 16:00:00,SZSE.000988,多,1600,120.28922975140898,177.55,284080.0
2026-06-22 16:00:00,SZSE.000988,多,1600,120.28922975140898,174.67,279472.0
2026-06-23 16:00:00,SZSE.000988,多,1600,120.28922975140898,163.66,261856.0
2026-06-24 16:00:00,SZSE.000988,多,1600,120.28922975140898,167.89,268624.0
2026-06-25 16:00:00,SZSE.000988,多,1600,120.28922975140898,173.58,277728.0
2026-06-26 16:00:00,SZSE.000988,多,1600,120.28922975140898,160.94,257504.0
2026-06-29 16:00:00,SZSE.000988,多,1600,120.28922975140898,177.03,283248.0
2026-06-30 16:00:00,SZSE.000988,多,1600,120.28922975140898,184.61,295376.0
2026-07-01 16:00:00,SZSE.000988,多,1600,120.28922975140898,173.55,277680.0
2026-07-02 16:00:00,SZSE.000988,多,1600,120.28922975140898,156.2,249919.99999999997
2026-07-03 16:00:00,SZSE.000988,多,1600,120.28922975140898,153.94999999999996,246319.99999999994
2026-07-06 16:00:00,SZSE.000988,多,1600,120.28922975140898,149.69999999999996,239519.99999999994
2026-07-07 16:00:00,SZSE.000988,多,1600,120.28922975140898,153.59,245744.0
2026-07-08 16:00:00,SZSE.000988,多,1600,120.28922975140898,147.5,236000.0
2026-07-09 16:00:00,SZSE.000988,多,1600,120.28922975140898,159.0,254400.0
2026-07-10 16:00:00,SZSE.000988,多,1600,120.28922975140898,158.07,252912.0
2026-07-13 16:00:00,SZSE.000988,多,1600,120.28922975140898,154.24,246784.0
2026-07-14 16:00:00,SZSE.000988,多,1600,120.28922975140898,159.84,255744.0
2026-07-15 16:00:00,SZSE.000988,多,1600,120.28922975140898,145.21,232336.0
2026-07-16 16:00:00,SZSE.000988,多,1600,120.28922975140898,130.69,209104.0
2026-07-17 16:00:00,SZSE.000988,多,1100,120.28922975140898,117.62,129382.0
2026-07-20 16:00:00,SZSE.000988,多,800,120.28922975140898,105.86,84688.0
2026-07-21 16:00:00,SZSE.000988,多,600,120.28922975140898,113.15,67890.0
2026-07-22 16:00:00,SZSE.000988,多,400,120.28922975140898,113.51,45404.0
2026-07-23 16:00:00,SZSE.000988,多,400,120.28922975140898,111.91000000000001,44764.00000000001
2026-07-24 16:00:00,SZSE.000988,多,400,120.28922975140898,108.19,43276.0
