date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,cache_schema_version,cache_scan_mode,cache_saved_at
2025-10-09,60.661,61.071,61.751,59.661,512972.0,31202889.825333335,volume_hlc3_fallback,31202889.825333335,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-10,59.971,57.941,60.151,57.741,475812.0,27887817.132,volume_hlc3_fallback,27887817.132,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-13,55.861,60.211,61.061,55.611,593638.0,35001490.11799999,volume_hlc3_fallback,35001490.11799999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-14,60.161,57.611,60.211,57.391,504616.0,29471761.069333334,volume_hlc3_fallback,29471761.069333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-15,57.611,58.041,58.741,56.171,305138.0,17591510.838,volume_hlc3_fallback,17591510.838,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-16,57.451,60.871,62.361,55.961,799936.0,47780977.216,volume_hlc3_fallback,47780977.216,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-17,59.661,57.931,62.011,57.521,563003.0,33304067.12966667,volume_hlc3_fallback,33304067.12966667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-20,58.011,58.941,60.221,58.011,422051.0,24925347.274333335,volume_hlc3_fallback,24925347.274333335,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-21,58.361,58.961,59.561,57.661,359714.0,21125163.887333333,volume_hlc3_fallback,21125163.887333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-22,58.661,57.931,59.101,57.861,308794.0,18001969.680666663,volume_hlc3_fallback,18001969.680666663,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-23,58.701,59.201,59.991,58.301,482633.0,28554659.689666666,volume_hlc3_fallback,28554659.689666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-24,58.591,58.621,59.061,58.351,389151.0,22834472.661000002,volume_hlc3_fallback,22834472.661000002,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-27,59.161,60.451,61.311,58.291,672882.0,40384807.581999995,volume_hlc3_fallback,40384807.581999995,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-28,59.861,61.351,61.791,59.361,604207.0,36756530.04033333,volume_hlc3_fallback,36756530.04033333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-29,60.361,60.941,61.591,60.241,482866.0,29418289.13933333,volume_hlc3_fallback,29418289.13933333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-30,60.941,60.281,62.351,59.871,587418.0,35735182.418000005,volume_hlc3_fallback,35735182.418000005,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
2025-10-31,59.861,61.431,62.241,59.761,596920.0,36498275.45333333,volume_hlc3_fallback,36498275.45333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:18
