date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,amount_anchor_ratio,cache_schema_version,cache_scan_mode,cache_saved_at
2025-11-06,66.8,70.02,70.2,66.66,960360.0,66226425.6,cache,66226425.6,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-07,70.2,69.99,71.45,68.5,928244.0,64958515.120000005,cache,64958515.120000005,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-10,71.32,69.36,73.66,68.65,1187506.0,83786465.00666668,cache,83786465.00666668,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-11,70.0,67.74,71.0,67.42,771369.0,53008477.68000001,cache,53008477.68000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-12,66.89,67.88,68.98,65.0,682032.0,45891659.84,cache,45891659.84,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-13,67.85,72.38,73.25,67.85,1277148.0,90881851.68,cache,90881851.68,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-14,71.3,68.89,72.15,68.88,782209.0,54733771.09333334,cache,54733771.09333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-17,71.0,74.04,74.42,70.99,1300038.0,95097779.7,cache,95097779.7,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-18,74.08,69.92,74.98,69.4,1203886.0,85997589.93333334,cache,85997589.93333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-19,70.98,72.62,74.81,70.5,1231024.0,89425686.77333333,cache,89425686.77333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-20,72.52,71.27,76.19,71.01,1080134.0,78658958.32666665,cache,78658958.32666665,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-21,67.0,64.14,67.3,64.14,963724.0,62828379.97333333,cache,62828379.97333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-24,62.0,58.65,63.0,57.73,1203578.0,71965940.54666667,cache,71965940.54666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-25,59.02,60.9,61.58,58.02,961064.0,57824017.33333333,cache,57824017.33333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-26,61.6,61.13,62.58,60.22,698171.0,42804864.01,cache,42804864.01,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-27,60.3,61.27,62.99,60.3,536735.0,33019937.200000003,cache,33019937.200000003,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-11-28,61.01,62.55,63.6,61.0,608574.0,37964874.7,cache,37964874.7,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-01,63.3,62.55,64.0,62.03,521222.0,32764014.919999994,cache,32764014.919999994,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-02,61.93,61.47,62.44,60.7,397715.0,24474055.383333333,cache,24474055.383333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-03,61.7,59.86,61.97,59.52,460776.0,27853909.200000003,cache,27853909.200000003,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-04,59.55,59.82,60.69,59.14,343889.0,20593219.616666667,cache,20593219.616666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-05,59.3,59.68,60.0,58.76,356950.0,21231386.0,cache,21231386.0,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-08,59.7,62.99,63.3,59.7,695400.0,43112482.0,cache,43112482.0,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-09,62.57,62.5,63.7,61.51,468475.0,29312480.75,cache,29312480.75,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-10,62.7,63.33,64.36,61.16,586004.0,36888951.8,cache,36888951.8,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-11,63.65,62.99,64.97,62.85,557736.0,35473868.72,cache,35473868.72,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-12,64.0,61.3,64.31,60.39,672202.0,41676524.0,cache,41676524.0,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-15,60.6,60.2,61.52,59.2,434653.0,26212473.58666667,cache,26212473.58666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-16,60.2,60.0,60.8,58.68,431907.0,25839556.12,cache,25839556.12,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-17,61.5,62.99,63.15,60.91,755242.0,47089338.7,cache,47089338.7,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-18,62.21,62.49,64.3,61.97,603467.0,37970143.63999999,cache,37970143.63999999,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-19,62.65,64.18,64.65,61.68,746635.0,47413811.28333334,cache,47413811.28333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-22,64.85,65.27,66.0,64.2,729737.0,47547230.46333332,cache,47547230.46333332,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-23,65.27,66.36,67.37,64.85,694992.0,46003837.12,cache,46003837.12,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-24,66.81,66.79,67.86,65.94,614449.0,41084108.30333334,cache,41084108.30333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-25,65.38,66.13,66.66,64.41,583275.0,38340610.0,cache,38340610.0,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-26,67.75,68.57,69.78,67.27,786200.0,53886148.00000001,cache,53886148.00000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-29,68.88,65.32,68.88,65.25,684785.0,45526789.41666666,cache,45526789.41666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-30,62.25,64.15,65.56,61.75,870274.0,55540886.68,cache,55540886.68,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2025-12-31,64.15,62.89,64.38,62.18,515255.0,32538353.25,cache,32538353.25,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-05,63.65,64.35,64.78,62.24,602612.0,38440619.48,cache,38440619.48,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-06,66.0,66.9,67.26,65.3,749074.0,49803433.34666666,cache,49803433.34666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-07,67.0,66.48,68.07,65.29,636901.0,42426098.61333334,cache,42426098.61333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-08,66.69,65.02,67.55,64.28,650241.0,42666646.95,cache,42666646.95,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-09,64.5,65.39,66.6,64.1,521277.0,34072402.309999995,cache,34072402.309999995,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-12,67.7,67.97,69.58,66.89,700475.0,47735036.33333333,cache,47735036.33333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-13,68.66,70.8,74.5,68.6,1185922.0,84556238.6,cache,84556238.6,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-14,70.01,69.06,72.27,68.29,853943.0,59667843.88666667,cache,59667843.88666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-15,68.8,72.0,73.88,68.54,860841.0,61527175.74000001,cache,61527175.74000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-16,71.52,69.2,73.45,69.1,797858.0,56315477.16666666,cache,56315477.16666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-19,69.0,67.87,69.5,67.67,509943.0,34852904.24000001,cache,34852904.24000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-20,68.95,67.98,69.18,66.01,562884.0,38120380.760000005,cache,38120380.760000005,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-21,68.3,70.36,70.8,68.08,674165.0,47020761.53333334,cache,47020761.53333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-22,70.8,69.85,71.49,69.16,521074.0,36562025.66666666,cache,36562025.66666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-23,70.99,73.87,74.85,70.4,894576.0,65339831.04000001,cache,65339831.04000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-26,75.5,73.64,76.15,73.25,832058.0,61860738.77333334,cache,61860738.77333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-27,74.56,72.91,76.15,71.51,654351.0,48110066.690000005,cache,48110066.690000005,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-28,73.72,74.36,75.29,71.5,841401.0,62025277.05000001,cache,62025277.05000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-29,72.9,73.77,75.6,71.88,719411.0,53056561.25,cache,53056561.25,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-01-30,72.45,68.6,72.45,66.46,875287.0,60543601.79,cache,60543601.79,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-02,67.38,65.93,68.88,65.9,503869.0,33710515.663333334,cache,33710515.663333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-03,67.85,67.9,67.95,66.05,431267.0,29024269.1,cache,29024269.1,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-04,67.7,67.15,68.08,66.13,323444.0,21709561.28,cache,21709561.28,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-05,65.0,62.91,65.48,62.5,493994.0,31432838.22,cache,31432838.22,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-06,61.0,64.75,65.75,60.99,480126.0,30646442.58,cache,30646442.58,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-09,64.84,65.17,65.8,64.38,301303.0,19619847.01666667,cache,19619847.01666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-10,65.0,65.03,65.39,64.11,199627.0,12944480.103333334,cache,12944480.103333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-11,65.09,66.65,66.9,64.9,344147.0,22765324.05,cache,22765324.05,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-12,66.68,66.82,67.38,66.02,264622.0,17660872.279999997,cache,17660872.279999997,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-13,65.0,66.32,66.92,64.82,240313.0,15865464.26,cache,15865464.26,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-24,69.21,69.99,70.4,68.63,531988.0,37065377.25333333,cache,37065377.25333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-25,70.99,71.33,72.29,69.65,541556.0,38499216.03999999,cache,38499216.03999999,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-26,74.5,72.86,74.7,72.51,728207.0,53418838.16333333,cache,53418838.16333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-02-27,71.4,73.1,73.71,71.4,490051.0,35644676.236666664,cache,35644676.236666664,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-02,72.73,71.94,73.17,69.74,519819.0,37227704.05,cache,37227704.05,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-03,70.86,67.27,72.08,67.1,613056.0,42188470.4,cache,42188470.4,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-04,66.18,66.89,69.18,65.91,396340.0,26684251.066666663,cache,26684251.066666663,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-05,68.38,67.12,68.99,66.6,318478.0,21519558.46,cache,21519558.46,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-06,66.68,65.89,67.68,65.71,344892.0,22910025.92,cache,22910025.92,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-09,64.0,67.76,67.8,63.01,485547.0,32138355.93,cache,32138355.93,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-10,68.8,69.02,69.65,68.18,321960.0,22199142.0,cache,22199142.0,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-11,68.33,70.17,70.79,68.0,438644.0,30553016.74666668,cache,30553016.74666668,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-12,69.75,69.5,70.1,68.31,302079.0,20935081.63,cache,20935081.63,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-13,70.19,70.03,72.68,69.7,537037.0,38024009.72333333,cache,38024009.72333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-16,69.83,70.6,70.7,68.0,402250.0,28063641.666666668,cache,28063641.666666668,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-17,70.6,68.49,71.33,68.4,308917.0,21440899.24666667,cache,21440899.24666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-18,68.49,66.65,68.77,65.54,379439.0,25417353.813333333,cache,25417353.813333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-19,65.45,63.44,66.4,63.13,442127.0,28439082.39666667,cache,28439082.39666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-20,64.5,67.43,69.78,63.26,879258.0,58754950.42,cache,58754950.42,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-23,66.4,67.58,69.99,66.33,717229.0,48747664.36666666,cache,48747664.36666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-24,68.92,69.21,69.55,65.58,602362.0,41028883.69333333,cache,41028883.69333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-25,70.55,70.63,71.38,68.61,633043.0,44443838.88666666,cache,44443838.88666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-26,70.37,72.43,73.77,70.01,766407.0,55234952.49,cache,55234952.49,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-27,71.49,79.67,79.67,71.49,1312133.0,100959886.79666668,cache,100959886.79666668,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-30,81.0,80.15,81.5,78.0,1175709.0,93919553.95,cache,93919553.95,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-03-31,79.7,78.38,81.0,77.75,809256.0,63966291.760000005,cache,63966291.760000005,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-01,79.1,77.31,79.44,76.36,689439.0,53571708.43,cache,53571708.43,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-02,77.3,79.93,81.77,76.3,908779.0,72096467.33333333,cache,72096467.33333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-03,79.94,79.75,82.19,78.8,620371.0,49782704.84666667,cache,49782704.84666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-07,80.0,78.96,81.16,78.2,486450.0,38643588.0,cache,38643588.0,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-08,77.82,82.01,82.81,77.51,811550.0,65554303.83333333,cache,65554303.83333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-09,82.3,81.01,83.78,79.9,651947.0,53174970.47666667,cache,53174970.47666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-10,81.74,83.98,86.99,81.25,1045334.0,87884713.82666667,cache,87884713.82666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-13,83.84,84.38,86.3,83.01,1010330.0,85436872.56666666,cache,85436872.56666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-14,84.99,88.28,88.48,83.61,915730.0,79476206.7,cache,79476206.7,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-15,87.5,82.17,87.8,81.84,1148561.0,96406381.80333333,cache,96406381.80333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-16,83.33,85.6,86.7,82.36,853823.0,72478188.39333333,cache,72478188.39333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-17,85.46,84.06,87.98,83.25,920809.0,78357776.53666668,cache,78357776.53666668,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-20,83.59,82.71,84.21,81.38,646663.0,53522140.966666654,cache,53522140.966666654,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-21,83.8,83.36,85.74,81.61,786631.0,65738752.67,cache,65738752.67,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-22,81.85,82.22,83.41,81.52,625380.0,51520889.00000001,cache,51520889.00000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-23,82.25,79.88,82.5,79.0,633779.0,50993858.34,cache,50993858.34,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-24,79.95,84.99,86.26,79.87,970755.0,81258665.2,cache,81258665.2,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-27,84.0,84.11,86.46,83.5,675071.0,57171762.99,cache,57171762.99,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-28,84.12,82.1,84.61,81.18,482094.0,39835427.220000006,cache,39835427.220000006,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-29,81.81,86.9,87.15,80.84,848991.0,72133105.33,cache,72133105.33,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-04-30,87.0,88.68,91.19,86.9,1075419.0,95629842.21,cache,95629842.21,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-06,90.35,91.45,91.67,87.5,903407.0,81493334.11333333,cache,81493334.11333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-07,90.75,88.0,90.75,86.58,888511.0,78582874.54333332,cache,78582874.54333332,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-08,87.95,84.77,89.95,84.68,803053.0,69437316.06666666,cache,69437316.06666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-11,86.0,85.18,87.65,84.13,618656.0,52989948.58666667,cache,52989948.58666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-12,85.84,83.65,86.02,82.88,525290.0,44220663.16666666,cache,44220663.16666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-13,83.66,82.99,84.3,81.58,586696.0,48670344.50666667,cache,48670344.50666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-14,82.33,79.98,83.31,79.67,653995.0,52964875.06666668,cache,52964875.06666668,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-15,79.0,78.06,80.45,78.0,557790.0,43974304.3,cache,43974304.3,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-18,78.06,79.38,80.88,77.5,495011.0,39231271.78666666,cache,39231271.78666666,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-19,78.4,76.07,78.4,74.5,622791.0,47533485.09,cache,47533485.09,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-20,74.69,77.17,78.13,74.0,669172.0,51147046.53333334,cache,51147046.53333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-21,77.61,75.33,78.95,75.18,580290.0,44384447.8,cache,44384447.8,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-22,75.36,75.9,76.45,74.14,358370.0,27055740.433333334,cache,27055740.433333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-25,76.5,75.1,76.66,74.62,404952.0,30557677.92,cache,30557677.92,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-26,74.51,75.0,75.76,72.78,456863.0,34042385.00666667,cache,34042385.00666667,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-27,75.25,73.3,77.0,73.08,491851.0,36623225.45999999,cache,36623225.45999999,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-28,73.9,72.8,74.87,70.5,520056.0,37820205.84,cache,37820205.84,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-05-29,72.81,71.48,74.15,71.13,447034.0,32299696.613333333,cache,32299696.613333333,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-06-01,71.48,69.86,72.77,69.8,424394.0,30051339.14,cache,30051339.14,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-06-02,70.58,68.98,70.6,66.96,495656.0,34124263.41333334,cache,34124263.41333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-06-03,68.34,68.79,69.59,67.58,377236.0,25898508.85333334,cache,25898508.85333334,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-06-04,68.0,66.79,68.27,66.57,420439.0,28257705.19,cache,28257705.19,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-06-05,66.79,65.65,68.05,64.68,561627.0,37138521.42000001,cache,37138521.42000001,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
2026-06-08,64.49,62.76,66.15,61.18,505435.0,32026046.383333337,cache,32026046.383333337,volume_hlc3_fallback,0.00692899045629129,v4,daily,2026-06-17 10:18:50
