date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,cache_schema_version,cache_scan_mode,cache_saved_at
2025-10-09,12.773,12.903,13.033,12.763,385779.0,4976420.507,volume_hlc3_fallback,4976420.507,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-10,12.833,12.543,12.833,12.433,297069.0,3743960.607,volume_hlc3_fallback,3743960.607,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-13,11.853,12.323,12.403,11.653,342065.0,4147994.2116666674,volume_hlc3_fallback,4147994.2116666674,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-14,12.403,11.803,12.523,11.763,315421.0,3794409.4896666664,volume_hlc3_fallback,3794409.4896666664,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-15,11.853,12.003,12.003,11.663,243450.0,2894539.3499999996,volume_hlc3_fallback,2894539.3499999996,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-16,11.973,11.703,11.993,11.653,192906.0,2273011.398,volume_hlc3_fallback,2273011.398,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-17,11.713,11.103,11.753,11.063,282518.0,3194242.680666667,volume_hlc3_fallback,3194242.680666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-20,11.283,11.343,11.473,11.223,168478.0,1911607.5473333334,volume_hlc3_fallback,1911607.5473333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-21,11.393,12.053,12.243,11.323,389269.0,4621790.836999999,volume_hlc3_fallback,4621790.836999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-22,11.943,11.853,12.043,11.793,230741.0,2744971.8496666667,volume_hlc3_fallback,2744971.8496666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-23,12.403,12.843,12.883,12.193,943005.0,11919268.864999998,volume_hlc3_fallback,11919268.864999998,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-24,12.793,12.953,13.163,12.483,728831.0,9377382.589666668,volume_hlc3_fallback,9377382.589666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-27,12.983,13.003,13.123,12.863,514827.0,6690863.301,volume_hlc3_fallback,6690863.301,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-28,12.873,13.013,13.183,12.813,389375.0,5063043.125,volume_hlc3_fallback,5063043.125,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-29,12.993,13.123,13.213,12.993,333418.0,4370998.840666667,volume_hlc3_fallback,4370998.840666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-30,13.023,12.793,13.063,12.793,356007.0,4586438.181,volume_hlc3_fallback,4586438.181,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-10-31,12.943,12.593,13.073,12.563,336538.0,4288503.734,volume_hlc3_fallback,4288503.734,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-03,12.603,12.793,12.843,12.403,299899.0,3802619.353666667,volume_hlc3_fallback,3802619.353666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-04,12.703,12.583,12.873,12.483,203440.0,2572770.053333333,volume_hlc3_fallback,2572770.053333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-05,12.383,12.873,12.953,12.303,354438.0,4504788.834,volume_hlc3_fallback,4504788.834,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-06,12.853,12.893,13.043,12.783,247117.0,3189374.3743333337,volume_hlc3_fallback,3189374.3743333337,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-07,12.793,12.723,12.893,12.653,190251.0,2426905.173,volume_hlc3_fallback,2426905.173,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-10,12.743,12.463,12.793,12.393,272809.0,3423662.0136666666,volume_hlc3_fallback,3423662.0136666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-11,12.513,12.203,12.553,12.153,218339.0,2686224.7170000006,volume_hlc3_fallback,2686224.7170000006,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-12,12.143,11.963,12.213,11.833,191539.0,2299042.617,volume_hlc3_fallback,2299042.617,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-13,11.963,11.913,12.023,11.853,202502.0,2415781.3593333336,volume_hlc3_fallback,2415781.3593333336,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-14,11.843,11.793,11.983,11.753,193256.0,2288730.8079999997,volume_hlc3_fallback,2288730.8079999997,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-17,11.793,11.803,11.893,11.743,177920.0,2101768.9600000004,volume_hlc3_fallback,2101768.9600000004,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-18,11.763,11.833,11.973,11.743,233220.0,2763579.26,volume_hlc3_fallback,2763579.26,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-19,11.793,11.603,11.843,11.463,209666.0,2439743.4646666665,volume_hlc3_fallback,2439743.4646666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-20,11.783,11.703,11.923,11.613,210206.0,2469149.7446666667,volume_hlc3_fallback,2469149.7446666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-21,11.533,11.183,11.653,11.173,223397.0,2532502.8576666666,volume_hlc3_fallback,2532502.8576666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-24,11.293,11.423,11.513,11.173,156956.0,1784537.4013333335,volume_hlc3_fallback,1784537.4013333335,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-25,11.483,11.823,12.183,11.473,357120.0,4223420.16,volume_hlc3_fallback,4223420.16,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-26,11.793,11.613,11.823,11.573,167472.0,1954342.416,volume_hlc3_fallback,1954342.416,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-27,11.563,11.643,11.873,11.563,166876.0,1951281.068,volume_hlc3_fallback,1951281.068,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-11-28,11.623,11.763,11.833,11.583,135944.0,1594124.6586666668,volume_hlc3_fallback,1594124.6586666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-01,11.753,11.963,12.033,11.683,264025.0,3140049.325,volume_hlc3_fallback,3140049.325,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-02,11.993,11.893,12.043,11.823,178520.0,2127898.893333333,volume_hlc3_fallback,2127898.893333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-03,11.943,11.703,11.953,11.643,162224.0,1908781.6586666668,volume_hlc3_fallback,1908781.6586666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-04,11.653,12.273,12.343,11.543,472622.0,5696512.966,volume_hlc3_fallback,5696512.966,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-05,12.153,11.973,12.153,11.823,374171.0,4483691.092999999,volume_hlc3_fallback,4483691.092999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-08,11.933,12.033,12.113,11.903,278170.0,3342583.4433333334,volume_hlc3_fallback,3342583.4433333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-09,11.973,11.973,12.093,11.943,204551.0,2455225.653,volume_hlc3_fallback,2455225.653,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
2025-12-10,11.923,12.173,12.173,11.773,303589.0,3655110.3636666667,volume_hlc3_fallback,3655110.3636666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:07
