date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,cache_schema_version,cache_scan_mode,cache_saved_at
2025-10-09,48.027,47.377,49.487,47.247,76298.0,3665127.0260000005,volume_hlc3_fallback,3665127.0260000005,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-10,47.217,47.207,48.727,46.117,90342.0,4277723.814,volume_hlc3_fallback,4277723.814,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-13,44.557,45.517,46.157,43.817,116771.0,5273806.520333333,volume_hlc3_fallback,5273806.520333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-14,46.327,42.977,46.417,42.827,106578.0,4697283.246,volume_hlc3_fallback,4697283.246,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-15,43.027,44.167,44.467,42.397,69198.0,3022361.046,volume_hlc3_fallback,3022361.046,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-16,45.537,44.427,46.717,44.017,84603.0,3811675.361,volume_hlc3_fallback,3811675.361,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-17,44.287,41.467,44.427,41.367,88382.0,3749193.9006666667,volume_hlc3_fallback,3749193.9006666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-20,42.317,43.117,43.877,42.207,70413.0,3032476.671,volume_hlc3_fallback,3032476.671,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-21,43.667,44.237,44.877,43.667,55754.0,2467690.6246666666,volume_hlc3_fallback,2467690.6246666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-22,43.717,43.627,44.177,43.427,35595.0,1557055.815,volume_hlc3_fallback,1557055.815,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-23,43.237,44.597,45.717,43.207,74789.0,3328634.0230000005,volume_hlc3_fallback,3328634.0230000005,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-24,44.717,46.987,47.077,44.497,96840.0,4472749.08,volume_hlc3_fallback,4472749.08,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-27,45.757,43.897,45.907,43.437,216822.0,9629860.034,volume_hlc3_fallback,9629860.034,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-28,43.907,46.217,46.917,43.887,181763.0,8301782.674333334,volume_hlc3_fallback,8301782.674333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-29,46.017,46.847,47.417,45.877,86255.0,4029287.3183333343,volume_hlc3_fallback,4029287.3183333343,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-30,46.567,47.707,48.197,46.297,129258.0,6126872.285999999,volume_hlc3_fallback,6126872.285999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-10-31,47.737,48.997,49.517,47.567,116734.0,5684206.484666667,volume_hlc3_fallback,5684206.484666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-03,48.737,48.967,50.017,47.887,103175.0,5051138.475,volume_hlc3_fallback,5051138.475,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-04,49.437,49.827,51.007,48.747,94318.0,4702726.919333333,volume_hlc3_fallback,4702726.919333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-05,48.267,50.567,50.727,47.747,86099.0,4277427.019666666,volume_hlc3_fallback,4277427.019666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-06,50.077,49.547,50.537,48.817,64203.0,3186630.3010000004,volume_hlc3_fallback,3186630.3010000004,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-07,49.067,49.417,50.497,48.917,70726.0,3508740.4353333334,volume_hlc3_fallback,3508740.4353333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-10,49.237,48.137,49.917,46.197,122240.0,5877747.413333333,volume_hlc3_fallback,5877747.413333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-11,48.397,46.817,48.457,46.127,94060.0,4433392.6866666665,volume_hlc3_fallback,4433392.6866666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-12,46.567,46.997,48.317,46.207,60270.0,2843156.89,volume_hlc3_fallback,2843156.89,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-13,47.007,46.627,47.207,46.397,43774.0,2046157.2646666665,volume_hlc3_fallback,2046157.2646666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-14,46.267,45.297,46.407,45.297,47111.0,2151418.0369999995,volume_hlc3_fallback,2151418.0369999995,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-17,45.107,45.427,46.147,45.007,36458.0,1659823.3659999997,volume_hlc3_fallback,1659823.3659999997,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-18,45.427,45.017,45.837,44.737,32888.0,1486438.936,volume_hlc3_fallback,1486438.936,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-19,45.157,43.977,45.327,43.807,37693.0,1672450.974333333,volume_hlc3_fallback,1672450.974333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-20,44.297,42.857,44.497,42.697,53843.0,2334111.9976666667,volume_hlc3_fallback,2334111.9976666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-21,42.117,41.027,42.707,41.017,56916.0,2366775.972,volume_hlc3_fallback,2366775.972,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-24,41.317,41.717,42.367,40.817,45408.0,1890501.5359999998,volume_hlc3_fallback,1890501.5359999998,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-25,42.117,42.667,43.187,41.957,56380.0,2401994.7266666666,volume_hlc3_fallback,2401994.7266666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-26,42.697,42.667,43.067,42.247,43952.0,1875006.9706666667,volume_hlc3_fallback,1875006.9706666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-27,42.607,43.397,44.447,42.517,54811.0,2381738.9236666663,volume_hlc3_fallback,2381738.9236666663,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-11-28,43.427,44.127,44.167,43.287,31916.0,1399846.3986666668,volume_hlc3_fallback,1399846.3986666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-01,43.917,44.677,44.697,43.727,42657.0,1892563.119,volume_hlc3_fallback,1892563.119,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-02,44.517,43.647,45.037,43.617,32190.0,1419589.73,volume_hlc3_fallback,1419589.73,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-03,43.617,43.927,44.277,43.537,27205.0,1194671.3016666665,volume_hlc3_fallback,1194671.3016666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-04,43.897,43.537,44.107,43.027,25687.0,1118848.659,volume_hlc3_fallback,1118848.659,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-05,43.477,43.917,44.067,43.417,26370.0,1155014.79,volume_hlc3_fallback,1155014.79,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-08,43.917,44.267,44.917,43.827,43270.0,1918461.9899999998,volume_hlc3_fallback,1918461.9899999998,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-09,44.157,44.047,45.477,43.897,48697.0,2165734.145666667,volume_hlc3_fallback,2165734.145666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-10,44.077,43.867,44.077,42.527,45425.0,1975548.3916666666,volume_hlc3_fallback,1975548.3916666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-11,43.807,43.537,44.117,43.427,34887.0,1524340.949,volume_hlc3_fallback,1524340.949,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-12,43.457,43.767,44.047,43.087,37245.0,1625135.915,volume_hlc3_fallback,1625135.915,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-15,43.537,42.597,43.537,42.587,28467.0,1221433.5690000001,volume_hlc3_fallback,1221433.5690000001,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-16,42.597,42.697,42.987,41.967,27390.0,1165453.6300000001,volume_hlc3_fallback,1165453.6300000001,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-17,42.677,44.277,44.377,42.677,50305.0,2202201.9850000003,volume_hlc3_fallback,2202201.9850000003,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-18,43.867,43.997,44.507,43.737,21670.0,955220.8233333332,volume_hlc3_fallback,955220.8233333332,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-19,44.037,44.447,45.177,44.037,36346.0,1619347.5686666665,volume_hlc3_fallback,1619347.5686666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-22,44.457,44.867,45.207,44.357,31987.0,1433348.1323333331,volume_hlc3_fallback,1433348.1323333331,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-23,44.767,46.767,46.787,44.287,82480.0,3789708.56,volume_hlc3_fallback,3789708.56,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-24,48.777,51.497,51.497,48.777,109735.0,5551530.228333334,volume_hlc3_fallback,5551530.228333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-25,52.067,55.797,56.697,52.067,277394.0,15216078.011333333,volume_hlc3_fallback,15216078.011333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-26,55.017,53.277,55.447,52.647,153869.0,8276664.799666666,volume_hlc3_fallback,8276664.799666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-29,53.277,52.147,53.487,51.937,90950.0,4777027.483333333,volume_hlc3_fallback,4777027.483333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-30,51.717,52.067,53.217,51.687,73213.0,3830772.6076666666,volume_hlc3_fallback,3830772.6076666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2025-12-31,52.337,51.537,53.017,51.177,66726.0,3463768.9020000002,volume_hlc3_fallback,3463768.9020000002,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-05,51.637,51.517,52.507,51.357,67466.0,3494311.5153333335,volume_hlc3_fallback,3494311.5153333335,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-06,51.497,50.447,51.707,50.217,71949.0,3654313.6930000004,volume_hlc3_fallback,3654313.6930000004,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-07,50.517,50.207,50.897,49.947,59186.0,2980034.8286666665,volume_hlc3_fallback,2980034.8286666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-08,49.877,49.777,50.377,49.217,60542.0,3014406.3606666666,volume_hlc3_fallback,3014406.3606666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-09,49.977,49.567,50.007,49.197,66228.0,3284268.5960000004,volume_hlc3_fallback,3284268.5960000004,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-12,49.517,50.217,50.467,48.667,116690.0,5809256.0633333335,volume_hlc3_fallback,5809256.0633333335,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-13,50.227,48.467,50.277,48.307,89272.0,4375845.624,volume_hlc3_fallback,4375845.624,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-14,48.677,48.947,49.247,48.017,74196.0,3616090.452,volume_hlc3_fallback,3616090.452,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-15,48.817,51.507,51.507,48.587,128381.0,6487562.660333334,volume_hlc3_fallback,6487562.660333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-16,51.787,51.577,51.987,50.727,77424.0,3981942.1279999996,volume_hlc3_fallback,3981942.1279999996,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-19,51.307,51.147,51.507,50.617,50292.0,2569435.0439999998,volume_hlc3_fallback,2569435.0439999998,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-20,51.037,49.487,51.147,48.907,74239.0,3700591.433,volume_hlc3_fallback,3700591.433,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-21,49.147,49.257,50.467,49.027,86457.0,4286855.069,volume_hlc3_fallback,4286855.069,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-22,49.357,48.567,49.667,48.067,91125.0,4443892.875,volume_hlc3_fallback,4443892.875,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-23,48.417,47.987,48.927,47.617,109408.0,5270949.216,volume_hlc3_fallback,5270949.216,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-26,48.117,47.187,48.277,46.787,86672.0,4109726.2239999995,volume_hlc3_fallback,4109726.2239999995,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-27,47.187,46.977,47.457,45.767,67168.0,3139006.9226666666,volume_hlc3_fallback,3139006.9226666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-28,46.877,45.987,46.877,45.717,74163.0,3425860.901,volume_hlc3_fallback,3425860.901,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-29,45.817,45.507,46.667,45.097,68823.0,3149134.0110000004,volume_hlc3_fallback,3149134.0110000004,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-01-30,45.437,45.517,45.807,44.417,71352.0,3228463.9440000006,volume_hlc3_fallback,3228463.9440000006,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-02,45.117,43.987,45.767,43.967,76953.0,3430077.3710000003,volume_hlc3_fallback,3430077.3710000003,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-03,44.387,44.837,44.967,43.817,52288.0,2328924.949333333,volume_hlc3_fallback,2328924.949333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-04,44.547,45.317,46.417,44.517,74696.0,3392468.2320000003,volume_hlc3_fallback,3392468.2320000003,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-05,45.057,44.237,45.417,44.137,51676.0,2304594.572,volume_hlc3_fallback,2304594.572,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-06,44.127,44.117,44.617,43.327,46362.0,2040870.6939999997,volume_hlc3_fallback,2040870.6939999997,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-09,44.767,44.937,44.967,44.197,51445.0,2299608.6483333334,volume_hlc3_fallback,2299608.6483333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-10,44.917,48.367,48.717,44.697,174384.0,8241445.968,volume_hlc3_fallback,8241445.968,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-11,47.687,49.557,51.177,47.647,191157.0,9454688.939,volume_hlc3_fallback,9454688.939,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-12,49.567,48.467,49.717,48.147,95070.0,4637229.390000001,volume_hlc3_fallback,4637229.390000001,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-13,48.237,48.337,49.667,48.047,62426.0,3039126.575333333,volume_hlc3_fallback,3039126.575333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-24,48.797,48.517,48.997,47.397,65390.0,3158576.763333333,volume_hlc3_fallback,3158576.763333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-25,48.297,48.307,49.147,48.027,77720.0,3768927.773333333,volume_hlc3_fallback,3768927.773333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-26,48.477,48.717,49.397,48.137,92877.0,4527784.708999999,volume_hlc3_fallback,4527784.708999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-02-27,48.167,49.017,49.257,47.167,94889.0,4600250.349666667,volume_hlc3_fallback,4600250.349666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-02,48.027,47.427,48.737,47.377,73861.0,3534027.267,volume_hlc3_fallback,3534027.267,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-03,47.827,46.567,48.647,46.157,90469.0,4263230.999666668,volume_hlc3_fallback,4263230.999666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-04,46.177,45.627,46.837,45.417,54062.0,2484707.5406666663,volume_hlc3_fallback,2484707.5406666663,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-05,46.497,46.227,46.867,45.847,51031.0,2363432.723666667,volume_hlc3_fallback,2363432.723666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-06,45.877,46.717,47.667,45.627,59246.0,2765030.568666667,volume_hlc3_fallback,2765030.568666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-09,45.847,45.137,46.007,44.017,78562.0,3539506.1606666665,volume_hlc3_fallback,3539506.1606666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-10,45.907,46.517,46.967,45.697,69582.0,3228164.114,volume_hlc3_fallback,3228164.114,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-11,46.527,47.077,47.217,46.377,59860.0,2806855.353333333,volume_hlc3_fallback,2806855.353333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-12,46.907,47.147,48.027,46.317,64423.0,3038424.8976666667,volume_hlc3_fallback,3038424.8976666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-13,46.747,47.677,48.597,46.447,80703.0,3839337.6210000003,volume_hlc3_fallback,3839337.6210000003,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-16,47.887,47.947,48.767,46.817,76916.0,3679943.4653333337,volume_hlc3_fallback,3679943.4653333337,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-17,48.067,48.257,49.377,47.327,133005.0,6426845.9350000005,volume_hlc3_fallback,6426845.9350000005,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-18,48.707,48.767,48.827,47.767,75050.0,3636447.683333333,volume_hlc3_fallback,3636447.683333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-19,47.997,48.637,49.517,47.947,84439.0,4112207.4463333334,volume_hlc3_fallback,4112207.4463333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-20,48.677,47.767,49.497,46.817,81375.0,3908197.1249999995,volume_hlc3_fallback,3908197.1249999995,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-23,45.377,47.767,49.657,44.517,187799.0,8885459.286333334,volume_hlc3_fallback,8885459.286333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-24,48.487,49.727,49.927,47.857,136409.0,6707275.999666667,volume_hlc3_fallback,6707275.999666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-25,49.747,51.417,51.787,49.737,131275.0,6692443.258333334,volume_hlc3_fallback,6692443.258333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-26,51.577,52.097,53.257,50.407,140727.0,7306592.749,volume_hlc3_fallback,7306592.749,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-27,51.227,51.807,52.517,51.067,90934.0,4710108.398,volume_hlc3_fallback,4710108.398,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-30,51.027,51.737,51.857,49.827,99327.0,5079615.8889999995,volume_hlc3_fallback,5079615.8889999995,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-03-31,51.517,50.017,52.587,49.647,77774.0,3947056.424666667,volume_hlc3_fallback,3947056.424666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-01,50.917,51.477,52.017,50.537,75257.0,3863970.3223333335,volume_hlc3_fallback,3863970.3223333335,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-02,51.517,50.177,51.867,49.947,51308.0,2599451.4093333334,volume_hlc3_fallback,2599451.4093333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-03,50.357,53.427,53.487,50.037,122401.0,6403653.117,volume_hlc3_fallback,6403653.117,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-07,53.307,53.997,55.317,53.107,134232.0,7267365.223999999,volume_hlc3_fallback,7267365.223999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-08,54.517,58.917,58.997,54.067,169252.0,9702709.404,volume_hlc3_fallback,9702709.404,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-09,58.017,64.857,64.857,57.527,309215.0,19299241.938333333,volume_hlc3_fallback,19299241.938333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-10,68.317,66.897,68.417,65.527,323956.0,21687882.332000002,volume_hlc3_fallback,21687882.332000002,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-13,66.817,67.157,68.887,66.417,165227.0,11150674.549,volume_hlc3_fallback,11150674.549,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-14,67.657,67.287,68.807,66.117,113642.0,7659887.487333333,volume_hlc3_fallback,7659887.487333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-15,67.627,68.907,70.787,66.687,154200.0,10607983.399999999,volume_hlc3_fallback,10607983.399999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-16,68.837,71.577,73.017,68.197,160704.0,11398788.288,volume_hlc3_fallback,11398788.288,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-17,71.517,70.837,71.817,69.217,149497.0,10558026.295666667,volume_hlc3_fallback,10558026.295666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-20,70.847,71.317,73.437,69.547,133563.0,9540894.821,volume_hlc3_fallback,9540894.821,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-21,71.517,72.337,73.837,71.177,130659.0,9466288.103,volume_hlc3_fallback,9466288.103,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-22,71.217,72.487,73.117,69.867,141382.0,10154573.640666667,volume_hlc3_fallback,10154573.640666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-23,74.417,78.117,79.787,73.177,271087.0,20881018.349,volume_hlc3_fallback,20881018.349,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
2026-04-24,77.597,82.817,83.277,72.527,291911.0,23218698.243666664,volume_hlc3_fallback,23218698.243666664,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:41
