date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,amount_anchor_ratio,cache_schema_version,cache_scan_mode,cache_saved_at
2026-05-07,67.5,69.52,70.3,66.29,2141885.0,147154639.11666667,cache,147154639.11666667,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-08,68.13,71.29,72.08,67.11,2150710.0,150893813.60000002,cache,150893813.60000002,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-11,75.5,76.06,78.42,74.46,2700154.0,206057752.25333333,cache,206057752.25333333,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-12,77.39,77.19,78.78,75.5,1980246.0,152789180.54,cache,152789180.54,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-13,75.75,80.15,81.78,75.11,2263665.0,178859717.20000002,cache,178859717.20000002,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-14,79.29,75.4,79.35,75.22,2216706.0,169925292.94,cache,169925292.94,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-15,76.47,74.0,76.8,72.61,1989212.0,148136617.64,cache,148136617.64,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-18,73.08,72.9,75.11,71.67,2045112.0,149756734.72000003,cache,149756734.72000003,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-19,72.05,72.4,72.71,70.04,1430820.0,102613641.0,cache,102613641.0,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-20,72.03,70.07,72.6,69.3,1823804.0,128863911.2933333,cache,128863911.2933333,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-21,71.01,67.87,72.99,67.57,1947986.0,135339573.99333334,cache,135339573.99333334,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-22,69.5,72.4,72.88,68.9,1866377.0,133246875.28666666,cache,133246875.28666666,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-25,73.3,74.7,74.93,71.5,2152996.0,158697335.16,cache,158697335.16,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-26,73.7,72.45,73.71,71.15,1564253.0,113309273.14333332,cache,113309273.14333332,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-27,72.15,71.59,74.29,70.69,1652248.0,119275783.12000002,cache,119275783.12000002,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-28,71.23,72.8,73.35,69.32,1597158.0,114713211.42,cache,114713211.42,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-05-29,77.0,73.29,77.8,71.28,2676698.0,198405778.08666667,cache,198405778.08666667,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-06-01,73.35,70.71,75.93,70.67,2302540.0,166788322.46666667,cache,166788322.46666667,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-06-02,70.01,74.0,74.83,68.15,2325607.0,168203402.28666666,cache,168203402.28666666,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
2026-06-03,75.0,74.8,78.0,73.33,2638471.0,198879149.07666665,cache,198879149.07666665,volume_hlc3_fallback,0.010400048394894605,v4,daily,2026-06-17 10:18:47
