date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,cache_schema_version,cache_scan_mode,cache_saved_at
2025-10-09,107.25,110.737,115.541,105.196,7912695.0,874284220.81,volume_hlc3_fallback,874284220.81,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-10,107.892,104.838,107.899,104.054,4833917.0,510447133.449,volume_hlc3_fallback,510447133.449,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-13,98.081,102.987,106.284,97.973,4057560.0,415553654.88000005,volume_hlc3_fallback,415553654.88000005,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-14,103.378,93.716,104.703,93.649,5299524.0,515940458.54399997,volume_hlc3_fallback,515940458.54399997,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-15,93.311,97.149,97.892,93.243,3515139.0,337786110.492,volume_hlc3_fallback,337786110.492,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-16,96.385,95.338,98.378,94.054,2842492.0,272661307.61333334,volume_hlc3_fallback,272661307.61333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-17,94.595,94.818,96.277,92.264,3146998.0,297243402.094,volume_hlc3_fallback,297243402.094,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-20,106.149,99.669,106.243,97.777,6793187.0,687672055.6143333,volume_hlc3_fallback,687672055.6143333,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-21,98.649,100.25,100.331,96.189,5133445.0,507817490.8833333,volume_hlc3_fallback,507817490.8833333,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-22,97.669,97.216,98.568,95.98,3273282.0,318341949.816,volume_hlc3_fallback,318341949.816,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-23,96.622,100.088,101.115,95.96,3823157.0,378700267.86366665,volume_hlc3_fallback,378700267.86366665,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
2025-10-24,100.23,102.027,103.784,98.723,4457679.0,452504938.862,volume_hlc3_fallback,452504938.862,volume_hlc3_fallback,v4,daily,2026-06-17 10:21:01
