date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,cache_schema_version,cache_scan_mode,cache_saved_at
2025-10-09,96.82,88.8,96.82,88.12,122076.0,11139028.08,volume_hlc3_fallback,11139028.08,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-10,83.47,90.0,93.57,83.0,99488.0,8840172.053333333,volume_hlc3_fallback,8840172.053333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-13,85.62,88.1,94.5,83.01,97048.0,8592306.426666668,volume_hlc3_fallback,8592306.426666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-14,88.89,78.58,88.89,75.69,93834.0,7605558.4799999995,volume_hlc3_fallback,7605558.4799999995,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-15,79.56,79.96,82.58,76.58,66291.0,5283834.64,volume_hlc3_fallback,5283834.64,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-16,79.83,76.87,81.0,76.78,54964.0,4299100.866666667,volume_hlc3_fallback,4299100.866666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-17,78.41,80.43,84.98,76.29,107974.0,8699105.266666668,volume_hlc3_fallback,8699105.266666668,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-20,80.43,92.47,94.0,78.72,126419.0,11175018.203333333,volume_hlc3_fallback,11175018.203333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-21,91.08,106.08,110.96,90.0,145043.0,14844667.57333333,volume_hlc3_fallback,14844667.57333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-22,103.57,107.89,110.78,100.5,101815.0,10832097.85,volume_hlc3_fallback,10832097.85,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-23,105.0,101.6,108.01,100.51,89693.0,9271864.386666667,volume_hlc3_fallback,9271864.386666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-24,102.88,103.74,105.81,99.08,83778.0,8618801.379999999,volume_hlc3_fallback,8618801.379999999,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
2025-10-27,105.4,104.06,107.9,100.19,80615.0,8387990.75,volume_hlc3_fallback,8387990.75,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:20
