date,open,close,high,low,volume,amount,fetch_source,amount_raw,amount_source,cache_schema_version,cache_scan_mode,cache_saved_at
2025-10-09,13.0,13.36,13.44,12.74,507129.0,6683960.22,volume_hlc3_fallback,6683960.22,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-10,13.5,11.83,13.54,11.72,550769.0,6809340.736666665,volume_hlc3_fallback,6809340.736666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-13,10.85,12.2,12.35,10.83,323693.0,3817419.446666666,volume_hlc3_fallback,3817419.446666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-14,12.22,11.7,12.36,11.54,343212.0,4072782.3999999994,volume_hlc3_fallback,4072782.3999999994,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-15,11.7,11.79,11.82,11.39,275638.0,3215776.6666666665,volume_hlc3_fallback,3215776.6666666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-16,11.79,11.44,11.79,11.39,192773.0,2224600.42,volume_hlc3_fallback,2224600.42,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-17,11.6,10.98,11.61,10.91,208118.0,2323984.333333333,volume_hlc3_fallback,2323984.333333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-20,11.09,11.14,11.28,11.02,161612.0,1801435.0933333333,volume_hlc3_fallback,1801435.0933333333,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-21,11.14,11.75,12.11,11.11,328031.0,3823748.0233333334,volume_hlc3_fallback,3823748.0233333334,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-22,11.66,11.62,11.9,11.52,212870.0,2486321.6,volume_hlc3_fallback,2486321.6,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-23,11.51,11.61,11.65,11.22,174855.0,2009666.8,volume_hlc3_fallback,2009666.8,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-24,11.62,11.85,11.93,11.57,242160.0,2853452.0,volume_hlc3_fallback,2853452.0,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-27,12.02,11.54,12.02,11.49,248737.0,2906077.2833333327,volume_hlc3_fallback,2906077.2833333327,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-28,11.33,11.13,11.42,11.0,331605.0,3708449.2500000005,volume_hlc3_fallback,3708449.2500000005,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-29,11.35,11.23,11.63,11.02,303761.0,3430474.226666666,volume_hlc3_fallback,3430474.226666666,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-30,11.23,11.14,11.74,11.11,331836.0,3759701.88,volume_hlc3_fallback,3759701.88,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-10-31,11.07,11.14,11.27,10.98,208650.0,2322274.5,volume_hlc3_fallback,2322274.5,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-11-03,11.3,11.6,11.64,11.0,361974.0,4131329.9200000004,volume_hlc3_fallback,4131329.9200000004,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-11-04,11.48,11.58,11.6,11.35,204437.0,2353069.87,volume_hlc3_fallback,2353069.87,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-11-05,11.45,11.99,12.07,11.4,420895.0,4974978.9,volume_hlc3_fallback,4974978.9,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-11-06,11.89,11.62,11.99,11.6,320539.0,3762059.3966666665,volume_hlc3_fallback,3762059.3966666665,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-11-07,11.51,11.35,11.64,11.25,197303.0,2251884.9066666667,volume_hlc3_fallback,2251884.9066666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
2025-11-10,11.36,11.13,11.39,11.03,187922.0,2101594.366666667,volume_hlc3_fallback,2101594.366666667,volume_hlc3_fallback,v4,daily,2026-06-17 10:20:38
