index_regime_date,index_regime,index_score,index_score_delta,index_gate_advice,index_temp_bucket,index_circuit_state,index_pos_factor,index_policy_reason,t_mode,t_mode_source,t_pos_factor,t_trade_gate,t_reason,t_basis_date,dynamic_qty,qty_source,blocked_by_index_circuit,date,time,code,name,action,score,buy_score,sell_score,price,vwap,notify,notify_threshold,hold_qty,daily_gate,daily_trend_bg,daily_support_name,daily_support_gap,daily_status,reasons,minute_source,daily_context_source
2026-07-17,uni_down,-53.66,0.0,panic_capitulation_watch,clear,normal,0.6,hold,short,sentiment_history,0.5,normal,单边下行×冰点→反T标准仓，先卖后买；uni_down连续4日≥3日→禁止正T，切换反T；K-down次日→强制反T，仓位系数×0.5,2026-07-20,600,position_sizer,False,2026-07-20,11:04:00,600176,中国巨石,PANIC_SELL,63.0,25.0,63.0,42.28,42.47717924575466,False,65,600,neutral,unknown,,0.0,insufficient,深套止损最终防线|RSI超买|布林偏上|MACD拐头|量能确认|强空头优先高抛|最优卖点,cache,direct_build
