title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Reinforcement Learning for Speculative Trading under Exploratory Framework,"Y Zhao, ASL Tse, H Zheng",2026,0,"… We study a speculative trading problem within the exploratory reinforcement learning (RL) framework of Wang et al… The entry time τ and exit time ν are stopping times in T := [0,∞]. When …",bpXedruDCDgJ,"Y Zhao, ASL Tse, H Zheng - arXiv preprint arXiv:2604.02035, 2026 - arxiv.org",['https://arxiv.org/pdf/2604.02035'],https://arxiv.org/abs/2604.02035,unknown,unknown
Structural break-aware pairs trading strategy using deep reinforcement learning,"JY Lu, HC Lai, WY Shih, YF Chen, SH Huang…",2022,55,"… training. To strike a good balance between profitability, risks, and transaction cost in intraday trading scenario, we propose a novel reinforcement learning … time to the end of trading …",WygZExvCbFgJ,"JY Lu, HC Lai, WY Shih, YF Chen, SH Huang… - The Journal of …, 2022 - Springer",['https://pmc.ncbi.nlm.nih.gov/articles/PMC8369334/pdf/11227_2021_Article_4013.pdf'],https://link.springer.com/article/10.1007/s11227-021-04013-x,unknown,unknown
A reinforcement learning approach to optimal execution,"CC Moallemi, M Wang",2022,32,"… They also apply reinforcement learning to the problem of optimal execution, but there are … order and the goal is to obtain an optimal trading schedule, whereas we apply RL to solve the …",DuYQxDnh-egJ,"CC Moallemi, M Wang - Quantitative Finance, 2022 - Taylor & Francis",['https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3897442'],https://www.tandfonline.com/doi/abs/10.1080/14697688.2022.2039403,unknown,unknown
Decomposable Reward Modeling and Realistic Environment Design for Reinforcement Learning-Based Forex Trading,NA Saidd,2026,0,"… anti-lookahead execution contract with explicit fill and mark timing in a leveraged Forex setting. In … In contrast to environments that treat invalid actions only at interaction time, this work …",KZ5FCOlx8BgJ,"NA Saidd - arXiv preprint arXiv:2604.00031, 2026 - arxiv.org",['https://arxiv.org/pdf/2604.00031'],https://arxiv.org/abs/2604.00031,unknown,unknown
A reinforcement learning extension to the Almgren-Chriss framework for optimal trade execution,"D Hendricks, D Wilcox",2014,145,"… trades consistently and significantly. This study will help determine whether reinforcement learning is … To ensure that the total volume-to-trade is executed over the given time horizon, we …",rBA7lHCoDvcJ,"D Hendricks, D Wilcox - 2014 IEEE Conference on …, 2014 - ieeexplore.ieee.org",['https://arxiv.org/pdf/1403.2229'],https://ieeexplore.ieee.org/abstract/document/6924109/,unknown,unknown
Deep reinforcement learning for trading,"Z Zhang, S Zohren, S Roberts",2019,467,"… Deep Reinforcement Learning algorithms to design trading … reward functions which scale trade positions based on market … In our work, we adopt time series momentum features along …",K6AnK4cOZbMJ,"Z Zhang, S Zohren, S Roberts - arXiv preprint arXiv:1911.10107, 2019 - arxiv.org",['https://arxiv.org/pdf/1911.10107'],https://arxiv.org/abs/1911.10107,unknown,unknown
Practical application of deep reinforcement learning to optimal trade execution,"WJ Byun, B Choi, S Kim, J Jo",2023,15,"… Although VWAP price can only be computed at the end of the execution time horizon in real time, it is known at the start of the trading horizon in our simulation. Accordingly, we can give …",D0KNKZqNujAJ,"WJ Byun, B Choi, S Kim, J Jo - FinTech, 2023 - mdpi.com",[],https://www.mdpi.com/2674-1032/2/3/23,unknown,unknown
A deep reinforcement learning framework for optimal trade execution,"S Lin, PA Beling",2020,17,"… The intuition of our approach is that at time T − 1, we will know exactly what aT is after we determine aT−1. Hence, we make only T − 1 decisions even though there are T steps, and we …",-IqXD1_YZSUJ,"S Lin, PA Beling - Joint European Conference on Machine Learning and …, 2020 - Springer",['https://ecmlpkdd-storage.s3.eu-central-1.amazonaws.com/preprints/2020/lncs12461/lncs12461233.pdf'],https://link.springer.com/chapter/10.1007/978-3-030-67670-4_14,unknown,unknown
