title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Exploration and stopping,"Y Sannikov, W Zhong",2026,6,"… When the time preference is concave, we show that the optimal stopping time is contained in a window — termed the exploitation window — whose length is determined by the variation …",MxU_eQnwgTcJ,"Y Sannikov, W Zhong - arXiv preprint arXiv:2608.10274, 2026 - arxiv.org",['https://arxiv.org/pdf/2608.10274'],https://arxiv.org/abs/2608.10274,unknown,unknown
Dual control methods for a mixed control problem with optimal stopping arising in optimal consumption and investment,"J Ma, J Xing, S Yang",2022,1,"… optimal stopping time anymore and then in the second step, we make use of these values to decide optimal stopping … obtain the optimal value, optimal strategy and optimal retirement …",WRlQnS_HbJoJ,"J Ma, J Xing, S Yang - Numerical Mathematics: Theory, Methods and …, 2022 - global-sci.com",[],https://www.global-sci.com/nmtma/article/view/14399,unknown,unknown
Analytic value function for a pairs trading strategy with a Lévy-driven Ornstein–Uhlenbeck process,"L Wu, X Zang, H Zhao",2020,12,"… This paper studies the performance of pairs trading strategy under a specific spread … trading strategy, we propose the expected return per unit time as the value function of the strategy. …",eBp8BKU7Zh0J,"L Wu, X Zang, H Zhao - Quantitative Finance, 2020 - Taylor & Francis",['https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3553064'],https://www.tandfonline.com/doi/abs/10.1080/14697688.2020.1736613,unknown,unknown
A Framework for Stop-Loss Analysis on Trading Strategies,"O Chan, AKC Ma",2014,6,… levels of stop-loss on the original trading strategy involves … the trading strategy because of the path-dependency of stoploss … stop-loss rules into a trading strategy and optimizing the stop-…,lLpCT1SCnn8J,"O Chan, AKC Ma - The Journal of Trading, 2014 - pm-research.com",[],https://www.pm-research.com/content/iijtrade/10/1/87.abstract,unknown,unknown
"ML-Augmented High-Frequency Grid Trading: Strategy-Embedded Labeling, Soft Martingale Execution, and Drawdown Dichotomy Quantification","S Cheevirot, S Smanchat, S Nuchitprasitchai",2026,2,"… First, the SEL framework introduces a generalizable methodology for aligning supervised learning objectives with execution-dependent trading strategies. SEL differs from horizon-…",KKpARPg53asJ,"S Cheevirot, S Smanchat, S Nuchitprasitchai - Algorithms, 2026 - mdpi.com",[],https://www.mdpi.com/1999-4893/19/6/442,unknown,unknown
Optimal Pairs Trading: A Mean-Variance Approach Incorporating a Stop-Loss Mechanism,"Z Chen, JW Gu",2026,0,"… To mitigate these risks, a stop-loss mechanism is often introduced as a risk … the optimal pairs trading strategy in continuous time under the mean-variance criterion, incorporating a stop-…",i17v0UDGX8QJ,"Z Chen, JW Gu - 2026 American Control Conference (ACC), 2026 - ieeexplore.ieee.org",['https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=6126546'],https://ieeexplore.ieee.org/abstract/document/11616059/,unknown,unknown
Algorithmic trading using double deep Q-networks and sentiment analysis,"L Tabaro, JMV Kinani, AJ Rosales-Silva…",2024,8,"… trading is focused on using computer algorithms to automate a predefined trading strategy, … (DDQN) agent to learn its own optimal trading policy, with the goal of maximising returns …",gdoFzhzkPOYJ,"L Tabaro, JMV Kinani, AJ Rosales-Silva… - Information, 2024 - mdpi.com",[],https://www.mdpi.com/2078-2489/15/8/473,unknown,unknown
Optimal Trading of Microstructure Mean Reversion,LR Amaral,2026,0,"… has a mirror image with the same rate, and a symmetric optimum exists. We therefore look for the optimum of (2.17) among symmetric threshold strategies: for a band half-width θ > 0, …",sGmzZzVhKhIJ,"LR Amaral - arXiv preprint arXiv:2608.00885, 2026 - arxiv.org",['https://arxiv.org/pdf/2608.00885'],https://arxiv.org/abs/2608.00885,unknown,unknown
Short Term Trading Models–Mean Reversion Trading Strategies and the Black Swan Events,"M Babayev, F Lotun, GT Mumvenge…",2020,0,… mean reversion trading strategies and the black swan events through constructing portfolios on the S&P 500 as highlighted in the methodology. This trading strategy provided can be …,wsu-X6lIKDgJ,"M Babayev, F Lotun, GT Mumvenge… - Available at SSRN …, 2020 - papers.ssrn.com",['https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3538891'],https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3538891,unknown,unknown
