ts_code,time,close,open,high,low,volume,amount,date
000988.SZ,2025-06-09 09:30:00,45.03,45.0,45.1,45.0,230300.0,10371128.0,2025-06-09
000988.SZ,2025-06-09 09:31:00,45.52,45.03,45.59,45.01,802300.0,36295170.0,2025-06-09
000988.SZ,2025-06-09 09:32:00,45.71,45.52,45.73,45.48,646900.0,29485906.0,2025-06-09
000988.SZ,2025-06-09 09:33:00,45.61,45.7,45.78,45.53,656200.0,29957104.0,2025-06-09
000988.SZ,2025-06-09 09:34:00,45.56,45.59,45.62,45.56,405000.0,18466712.0,2025-06-09
000988.SZ,2025-06-09 09:35:00,45.4,45.55,45.56,45.4,335300.0,15250417.0,2025-06-09
000988.SZ,2025-06-09 09:36:00,45.39,45.4,45.49,45.36,277600.0,12604373.0,2025-06-09
000988.SZ,2025-06-09 09:37:00,45.41,45.42,45.49,45.4,273300.0,12413173.0,2025-06-09
000988.SZ,2025-06-09 09:38:00,45.28,45.38,45.38,45.24,231300.0,10476710.0,2025-06-09
000988.SZ,2025-06-09 09:39:00,45.27,45.28,45.3,45.26,186800.0,8458026.0,2025-06-09
000988.SZ,2025-06-09 09:40:00,45.48,45.31,45.48,45.28,177700.0,8053355.0,2025-06-09
000988.SZ,2025-06-09 09:41:00,45.39,45.48,45.48,45.36,179000.0,8129016.0,2025-06-09
000988.SZ,2025-06-09 09:42:00,45.39,45.38,45.43,45.37,156700.0,7115582.0,2025-06-09
000988.SZ,2025-06-09 09:43:00,45.46,45.43,45.52,45.38,286400.0,13024413.0,2025-06-09
000988.SZ,2025-06-09 09:44:00,45.34,45.46,45.46,45.31,230200.0,10439880.0,2025-06-09
000988.SZ,2025-06-09 09:45:00,45.36,45.39,45.41,45.35,280100.0,12707590.0,2025-06-09
000988.SZ,2025-06-09 09:46:00,45.24,45.33,45.33,45.16,261700.0,11837595.0,2025-06-09
000988.SZ,2025-06-09 09:47:00,45.1,45.21,45.21,45.1,305000.0,13766303.0,2025-06-09
000988.SZ,2025-06-09 09:48:00,45.07,45.1,45.1,45.05,195800.0,8824391.0,2025-06-09
000988.SZ,2025-06-09 09:49:00,45.02,45.04,45.06,45.0,248200.0,11175610.0,2025-06-09
000988.SZ,2025-06-09 09:50:00,45.0,45.01,45.02,44.99,209200.0,9415797.0,2025-06-09
000988.SZ,2025-06-09 09:51:00,45.12,44.99,45.12,44.95,223600.0,10063455.0,2025-06-09
000988.SZ,2025-06-09 09:52:00,45.17,45.12,45.19,45.1,123400.0,5571420.0,2025-06-09
000988.SZ,2025-06-09 09:53:00,45.12,45.16,45.17,45.1,222900.0,10056750.0,2025-06-09
000988.SZ,2025-06-09 09:54:00,45.06,45.1,45.1,45.0,150300.0,6773432.0,2025-06-09
