ts_code,time,close,open,high,low,volume,amount,rsi,bb_up,bb_dn,bb_pct,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_spread,vwap,vwap_dev,vwap_dev_atr,date,day_amplitude,range_pos,vol_ma10,vol_ratio,mom5,upper_shadow,lower_shadow,prev_close,prev_high,today_ret
000988.SZ,2026-07-15 09:30:00,153.9,154.36,154.36,153.12,1505849.0,232250700.0,,,,,0.0,0.0,0.0,153.9,153.9,0.0,154.23239647534382,-0.0021551663784006073,-0.2674839561579444,2026-07-15,0.06455172413793113,0.9508547007531131,1505849.0,1.0,,0.0,0.6290271852646312,,,
000988.SZ,2026-07-15 09:31:00,151.53,153.88,153.88,151.0,3098191.0,473108930.0,0.0,156.06668614282424,149.36331385717577,0.32322330470336275,-0.1890598290598291,-0.037811965811965824,-0.30249572649572654,152.715,153.22285714285715,-0.00331449988811818,153.20449648569516,-0.010929812923940569,-0.8039779380411226,2026-07-15,0.06455172413793113,0.6976495725750366,2302020.0,1.3458575511941686,,0.0,0.18402713879465765,153.9,154.36,-0.01539961013645227
000988.SZ,2026-07-15 09:32:00,154.12,151.97,154.29,151.97,1993809.0,305756860.0,52.21774193548386,156.05542896776709,150.3112376988996,0.6630632795504626,-0.12841941218010788,-0.05593345508559424,-0.14497191418902727,153.41750000000002,153.47918367346938,-0.00040190253813568715,153.2494135588735,0.00568084680331944,0.40785657266813313,2026-07-15,0.06455172413793113,0.9743589742548753,2199283.0,0.9065722783288918,,0.07327554622608867,0.0,151.53,153.88,0.01709232495215471
000988.SZ,2026-07-15 09:33:00,152.9,153.85,153.85,152.5,2660828.0,408299230.0,41.90938511326861,155.4746106381088,150.75038936189122,0.45501904174773483,-0.17676758229222855,-0.08010028052692111,-0.19333460353061488,153.15875,153.3137026239067,-0.0010106899856616777,153.30653828835372,-0.002651800066015834,-0.20819524009952323,2026-07-15,0.06455172413793113,0.8440170939269206,2314669.25,1.1495499843012127,,0.0,0.2962941015251793,154.12,154.29,-0.007915909680768225
000988.SZ,2026-07-15 09:34:00,153.0,152.82,153.85,152.82,915160.0,140299820.0,42.834394904458556,155.13812109017022,151.0418789098298,0.47802864282977436,-0.20465554939096364,-0.10501133429972963,-0.19928843018246803,153.079375,153.2240733027905,-0.0009443574999115532,153.30651945770313,-0.0019993895810001736,-0.1734164432500152,2026-07-15,0.06455172413793113,0.8547008546095393,2034767.4,0.44976148133688404,,0.8252347064591541,0.0,152.9,153.85,0.0006540222367560125
000988.SZ,2026-07-15 09:35:00,151.94,152.91,152.98,151.94,1188800.0,181262340.0,36.648501362397774,154.95685383764382,150.83981282902286,0.26722764448383635,-0.3087312438485128,-0.14575531620948626,-0.3259518552780531,152.50968749999998,152.8571952162789,-0.002273414187583611,153.2195281781861,-0.0083509471240381,-0.7721153586367246,2026-07-15,0.06455172413793113,0.7414529913737751,1893772.8333333333,0.6277416061078076,-0.012735542560104007,0.06730704512456007,0.0,153.0,153.85,-0.0069281045751634135
000988.SZ,2026-07-15 09:36:00,151.7,151.94,151.94,151.5,1006999.0,152671860.0,35.488126649076435,154.81324653899296,150.64103917529272,0.2538130855912448,-0.40589902447649706,-0.19778405786288844,-0.41622993322721724,152.10484375,152.52656801162777,-0.0027649232991044373,153.0885581435056,-0.009070293432406408,-0.9351208345507164,2026-07-15,0.06455172413793113,0.7158119657354879,1767090.857142857,0.5698626054962329,0.001121890054774477,0.0,0.45453512420169917,151.94,152.98,-0.0015795708832434454
000988.SZ,2026-07-15 09:37:00,152.5,151.77,152.8,151.77,605948.0,92401880.0,41.64677804295942,154.63677366195196,150.76072633804802,0.448723536275143,-0.41358433380642623,-0.24094411305159602,-0.3452804415096604,152.302421875,152.5189771511627,-0.001419857910193461,153.0606730302081,-0.0036630769949473102,-0.39443547518408867,2026-07-15,0.06455172413793113,0.801282051196443,1621948.0,0.3735927415675472,-0.010511289903970988,0.29125930816206735,0.0,151.7,151.94,0.00527356624917608
000988.SZ,2026-07-15 09:38:00,152.21,152.62,152.62,152.21,676300.0,103086056.0,40.253748558246855,154.48634865235297,150.80254023653592,0.3820664933119005,-0.4380262789075573,-0.2803605462227883,-0.31533146536953804,152.2562109375,152.4306979651162,-0.0011446974260797542,153.02925779328334,-0.0053536023443961685,-0.6246887832678774,2026-07-15,0.06455172413793113,0.7702991452168481,1516876.0,0.445850550737173,-0.004512753433616679,0.0,0.0,152.5,152.8,-0.001901639344262243
000988.SZ,2026-07-15 09:39:00,151.68,152.0,152.0,151.2,1005961.0,152378190.0,37.934782608695684,154.3885747894491,150.7074252105509,0.2642040940211423,-0.4944634008083426,-0.32318111713989917,-0.3425645673368869,151.96810546875,152.21621283222586,-0.0016299667352079868,152.9226066996888,-0.008125722720179876,-0.982862537637069,2026-07-15,0.06455172413793113,0.713675213598966,1465784.5,0.6862952910199283,-0.008627450980392082,0.0,0.599992500093763,152.21,152.62,-0.003482031403981349
