ts_code,time,close,open,high,low,volume,amount,rsi,bb_up,bb_dn,bb_pct,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_spread,vwap,vwap_dev,vwap_dev_atr,date,day_amplitude,range_pos,vol_ma10,vol_ratio,mom5,upper_shadow,lower_shadow,prev_close,prev_high,today_ret
000988.SZ,2026-06-04 09:30:00,150.9,150.01,150.9,150.01,1570008.0,235631060.0,,,,,0.0,0.0,0.0,150.9,150.9,0.0,150.08271295432888,0.005445577505783947,0.9233007254188584,2026-06-04,0.07386174255049673,0.08032490974004412,1570008.0,1.0,,0.0,0.0,,,
000988.SZ,2026-06-04 09:31:00,151.38,150.92,151.7,150.7,2026842.0,305708220.0,,151.81882250993908,150.4611774900609,0.676776695296641,0.038290598290586786,0.007658119658117357,0.06126495726493886,151.14,151.03714285714287,0.0006810056182961885,150.5037129710719,0.005822361532678729,0.9326868664729091,2026-06-04,0.07386174255049673,0.12364620937512245,1798425.0,1.1270094666166228,,0.3199968000319928,0.21999780002199862,150.9,150.9,0.0031809145129223972
000988.SZ,2026-06-04 09:32:00,152.88,151.48,152.95,151.01,752341.0,114165000.0,,153.78572021338806,149.65427978661194,0.7807737447893389,0.18751211434968695,0.04362891859643128,0.28776639150651134,152.01,151.56367346938777,0.0029448120410091047,150.71866928815038,0.01434016583385228,1.7172254981822423,2026-06-04,0.07386174255049673,0.2590252707347451,1449730.3333333333,0.5189523752808282,,0.03608228823562418,0.24226679243921392,151.38,151.7,0.009908838684106223
000988.SZ,2026-06-04 09:33:00,152.65,152.83,152.85,152.46,937899.0,143228220.0,89.59276018099584,153.8785581507317,150.02644184926828,0.6810692994225124,0.28393909001596285,0.0916909528803376,0.3844962742712505,152.32999999999998,151.8740524781341,0.0030021423306099302,151.0722344427653,0.010443782492887172,1.5111311825016374,2026-06-04,0.07386174255049673,0.23826714799293724,1321772.5,0.7095767236797558,,0.05128073639132973,0.4871669957180697,152.88,152.95,-0.0015044479330192948
000988.SZ,2026-06-04 09:34:00,151.51,152.6,152.6,151.51,777070.0,118281180.0,59.1044776119401,153.57832785662484,150.1496721433751,0.3967525381355776,0.26531134627853703,0.1264150315599775,0.2777926294371191,151.92,151.7700374843815,0.0009880903905944932,151.21858262314979,0.0019271267578035924,0.27493312153938054,2026-06-04,0.07386174255049673,0.1353790613596227,1212832.0,0.6407070393921005,,0.0,0.0,152.65,152.85,-0.0074680641991484754
000988.SZ,2026-06-04 09:35:00,152.54,151.51,152.6,151.51,603950.0,91888640.0,68.72146118721447,153.60632511759025,150.34700821574307,0.6728378523162541,0.329858711199023,0.1671037674877866,0.3255098874224728,152.23,151.9900267745582,0.0015788748152385775,151.30259098905088,0.008178372907299742,1.1695584405745327,2026-06-04,0.07386174255049673,0.228339350159897,1111351.6666666667,0.5434373458146311,0.010868124585818428,0.055045366556272034,0.0,151.51,152.6,0.0067982311398587635
000988.SZ,2026-06-04 09:36:00,153.48,152.61,153.5,152.61,703410.0,107625176.0,74.24812030075176,154.06348371917142,150.3193734236857,0.844159580481661,0.45165668985526963,0.22401435196128322,0.4552846757879728,152.855,152.4157334103987,0.0028820291696429238,151.46502973606528,0.01330320449179518,1.9605529187661297,2026-06-04,0.07386174255049673,0.31317689527859366,1053074.2857142857,0.6679585757075881,0.013872374157748668,0.022471657621836314,0.0,152.54,152.6,0.00616231808050346
000988.SZ,2026-06-04 09:37:00,153.98,153.5,154.0,153.5,632001.0,97210360.0,76.46048109965625,154.56056019990785,150.26943980009213,0.8647066160313759,0.5818214117100808,0.2955757639110428,0.5724912955980761,153.4175,152.86266672171337,0.0036296192535794046,151.65048682948418,0.01536106622021672,2.42905979624028,2026-06-04,0.07386174255049673,0.35830324906513455,1000440.125,0.63172296293094,0.007195185766614376,0.03999920001602015,0.0,153.48,153.5,0.0032577534532186605
000988.SZ,2026-06-04 09:38:00,153.5,153.98,153.99,153.5,804200.0,123606424.0,70.63492063492065,154.66891232626017,150.40219878485095,0.7260391833396672,0.6388812774172834,0.36423686661229093,0.5492888216099849,153.45875,153.044761944081,0.0027050129038083772,151.8377205635828,0.010947737032980026,1.8266061245243843,2026-06-04,0.07386174255049673,0.31498194943005625,978635.6666666666,0.821756274977375,0.005568293481821085,0.02040774678071701,0.0,153.98,154.0,-0.00311728795947519
000988.SZ,2026-06-04 09:39:00,154.8,153.5,154.84,153.48,485200.0,74663080.0,75.65789473684217,155.2311303012285,150.2928696987715,0.9126959194875268,0.780009305792845,0.4473913544484018,0.6652359026888864,154.129375,153.54625853148642,0.0037976598980040913,151.9444058547361,0.018793677392729843,3.017905871778605,2026-06-04,0.07386174255049673,0.4323104692750636,929292.1,0.5221178572377835,0.021714738301102265,0.029411548444490582,0.014705774222255741,153.5,153.99,0.008469055374592908
