ts_code,time,close,open,high,low,volume,amount,rsi,bb_up,bb_dn,bb_pct,macd,macd_signal,macd_hist,ema_fast,ema_slow,ema_spread,vwap,vwap_dev,vwap_dev_atr,date,day_amplitude,range_pos,vol_ma10,vol_ratio,mom5,upper_shadow,lower_shadow,prev_close,prev_high,today_ret
000988.SZ,2026-06-18 09:30:00,169.11,169.11,169.36,168.98,543898.0,91980510.0,,,,,0.0,0.0,0.0,169.11,169.11,0.0,169.11352863956108,-2.0865507268723863e-05,-0.009285699826878081,2026-06-18,0.07616168800379323,0.030350194550168463,543898.0,1.0,,0.6578774242782671,0.3420962606247617,,,
000988.SZ,2026-06-18 09:31:00,170.52,169.1,170.58,168.72,1242171.0,210770200.0,,171.80904112294607,167.82095887705393,0.6767766952966393,0.1124786324786271,0.022495726495725423,0.17996581196580336,169.815,169.51285714285717,0.0017824185270394841,169.50672678379166,0.005977775840723962,0.910116371750208,2026-06-18,0.07616168800379323,0.1400778210007731,893034.5,1.3909552206549691,,0.032257891086608044,0.20429997688184076,169.11,169.36,0.008337768316480377
000988.SZ,2026-06-18 09:32:00,171.0,170.45,171.4,169.65,1010884.0,172283470.0,,172.17479006512147,168.24520993487855,0.7010392901572298,0.23761170769719797,0.06551892273601995,0.34418556992235605,170.4075,169.93775510204082,0.0027642173905210827,169.83988647646206,0.0068306305874664104,0.8782239326742445,2026-06-18,0.07616168800379323,0.17743190660097824,932317.6666666666,1.0842699180143536,,0.22857012245644634,0.45714024491287647,170.52,170.58,0.0028149190710766462
000988.SZ,2026-06-18 09:33:00,170.8,170.98,170.98,170.29,772700.0,131825176.0,90.4306220095698,172.066798101561,168.64820189843903,0.6294390953795272,0.3169882001596136,0.11581277822073868,0.40235084387774983,170.60375,170.18411078717202,0.002465795489878396,170.00513943512158,0.004675509031782967,0.6825443954089956,2026-06-18,0.07616168800379323,0.16186770426755998,892413.25,0.865854468207414,,0.0,0.7391197229025971,171.0,171.4,-0.0011695906432747873
000988.SZ,2026-06-18 09:34:00,171.98,171.0,172.0,171.0,876876.0,150381390.0,93.88379204892992,172.75498818134596,168.60901181865407,0.8130746262039007,0.46969641277081564,0.18658950513075406,0.5662138152801232,171.291875,170.69722199083714,0.0034836712761194743,170.29929322399562,0.009869135356855109,1.4940967417886717,2026-06-18,0.07616168800379323,0.2536964980347312,889305.8,0.9860230305480971,,0.01999980000201021,0.0,170.8,170.98,0.00690866510538629
000988.SZ,2026-06-18 09:35:00,171.56,171.98,172.31,171.56,1097911.0,188813630.0,83.19783197832017,172.81623339789056,168.84043326877614,0.6840300424834557,0.5504826601126922,0.2593681361271417,0.582229047971101,171.4259375,170.9437299934551,0.0028208551817804142,170.63118655806537,0.005443397896190351,0.8714177384793887,2026-06-18,0.07616168800379323,0.22101167313455197,924073.3333333334,1.1881210726421423,0.014487611613742457,0.43999413341157123,0.0,171.98,172.0,-0.0024421444353993926
000988.SZ,2026-06-18 09:36:00,172.81,171.63,172.98,171.63,973142.0,167878620.0,87.44939271255095,173.46453796317468,168.75831917968247,0.8609206258173612,0.7072185215900788,0.3489382132197292,0.7165606167406993,172.11796875,171.47694999532507,0.0037382211118893414,170.91200325519495,0.011105110867907199,1.7266734529024743,2026-06-18,0.07616168800379323,0.31828793771842157,931083.1428571428,1.0451719671497803,0.013429509734928402,0.12592499314819017,0.0,171.56,172.31,0.007286080671485194
000988.SZ,2026-06-18 09:37:00,171.93,172.95,172.95,171.23,903000.0,155425570.0,74.22680412371155,173.46788746570294,168.95961253429707,0.6588745165052842,0.7517583729288901,0.4295022451615614,0.6445122555346575,172.023984375,171.60639285380364,0.0024334263674670622,171.0591657096438,0.005090836768339968,0.7370674236468951,2026-06-18,0.07616168800379323,0.24980544745137773,927572.75,0.9735085469037335,0.0054385964912280205,0.0,0.4069743780559517,172.81,172.98,-0.00509229789942709
000988.SZ,2026-06-18 09:38:00,172.36,172.0,172.36,171.81,750343.0,129138620.0,76.00000000000024,173.58386487477856,169.0983573474437,0.7271513051042129,0.8123892151695031,0.5060796391631498,0.6126191520127067,172.1919921875,171.82170918128833,0.002155042037330655,171.1553081199497,0.007038589064418865,1.0864219801282664,2026-06-18,0.07616168800379323,0.2832684824682294,907880.5555555555,0.8264776631776697,0.00913348946135839,0.0,0.34544826457699646,171.93,172.95,0.002501017856104268
000988.SZ,2026-06-18 09:39:00,172.72,172.49,172.95,172.49,683100.0,117937300.0,77.30711043872938,173.76626814246941,169.19173185753056,0.771284327569084,0.879351963760655,0.5807341040826508,0.5972357193560085,172.45599609375,172.07836370092022,0.0021945373300162425,171.27063521957527,0.008462424271192731,1.3907040153381598,2026-06-18,0.07616168800379323,0.3112840466683827,885402.5,0.7715135206869193,0.004302825909989538,0.49998913067107237,0.0,172.36,172.36,0.0020886516593176213
