trade_time,order_fill_time,btype,symbol,order_price,order_volume,side,volume,vwap,amount,fee,net_amount,cash_balance,posi_balance,posi_vwap,multiplier,margin_ratio,margin_change_amount
2026-04-26 09:30:00,,银证转入,,0.0,0,-,0,0.0,200000.0,0.0,200000.0,200000.0,0,0.0,1.0,1.0,0
2026-04-27 09:31:00,2026-04-27 09:31:00,买入开仓,SZSE.000988,117.5,800,多,800,117.5,-94000.0,0.0,-94000.0,106000.0,800,117.5,1.0,1.0,0
2026-04-29 10:06:00,2026-04-29 10:06:00,买入开仓,SZSE.000988,115.8499984741211,300,多,300,115.8499984741211,-34754.99954223633,0.0,-34754.99954223633,71245.00045776367,1100,117.0499995838512,1.0,1.0,0
2026-04-29 10:36:00,2026-04-29 10:36:00,买入开仓,SZSE.000988,118.31999969482422,100,多,100,118.31999969482422,-11831.999969482422,0.0,-11831.999969482422,59413.00048828125,1200,117.1558329264323,1.0,1.0,0
2026-04-29 14:50:00,2026-04-29 14:50:00,卖出平仓,SZSE.000988,119.08000183105469,400,多,-400,119.08000183105469,47632.000732421875,0.0,47632.000732421875,107045.00122070312,800,117.1558329264323,1.0,1.0,0
2026-04-30 09:49:00,2026-04-30 09:49:00,买入开仓,SZSE.000988,116.16000366210938,100,多,100,116.16000366210938,-11616.000366210938,0.0,-11616.000366210938,95429.00085449219,900,117.04518523039643,1.0,1.0,0
2026-04-30 11:10:00,2026-04-30 11:10:00,买入开仓,SZSE.000988,117.05999755859375,300,多,300,117.05999755859375,-35117.999267578125,0.0,-35117.999267578125,60311.00158691406,1200,117.04888831244575,1.0,1.0,0
2026-04-30 14:50:00,2026-04-30 14:50:00,卖出平仓,SZSE.000988,119.51000213623047,400,多,-400,119.51000213623047,47804.00085449219,0.0,47804.00085449219,108115.00244140625,800,117.04888831244575,1.0,1.0,0
2026-05-06 09:42:00,2026-05-06 09:42:00,买入开仓,SZSE.000988,124.19999694824219,100,多,100,124.19999694824219,-12419.999694824219,0.0,-12419.999694824219,95695.00274658203,900,117.84345593864536,1.0,1.0,0
2026-05-06 10:07:00,2026-05-06 10:07:00,买入开仓,SZSE.000988,123.93000030517578,100,多,100,123.93000030517578,-12393.000030517578,0.0,-12393.000030517578,83302.00271606445,1000,118.4521103752984,1.0,1.0,0
2026-05-06 14:50:00,2026-05-06 14:50:00,卖出平仓,SZSE.000988,124.94999694824219,200,多,-200,124.94999694824219,24989.999389648438,0.0,24989.999389648438,108292.00210571289,800,118.4521103752984,1.0,1.0,0
2026-05-07 09:36:00,2026-05-07 09:36:00,买入开仓,SZSE.000988,124.81999969482422,100,多,100,124.81999969482422,-12481.999969482422,0.0,-12481.999969482422,95810.00213623047,900,119.1596536330235,1.0,1.0,0
2026-05-07 10:06:00,2026-05-07 10:06:00,买入开仓,SZSE.000988,126.0199966430664,100,多,100,126.0199966430664,-12601.99966430664,0.0,-12601.99966430664,83208.00247192383,1000,119.84568793402778,1.0,1.0,0
2026-05-07 14:50:00,2026-05-07 14:50:00,卖出平仓,SZSE.000988,133.5399932861328,200,多,-200,133.5399932861328,26707.998657226562,0.0,26707.998657226562,109916.00112915039,800,119.84568793402778,1.0,1.0,0
2026-05-08 13:21:00,2026-05-08 13:21:00,卖出平仓,SZSE.000988,132.52999877929688,200,多,-200,132.52999877929688,26505.999755859375,0.0,26505.999755859375,136422.00088500977,600,119.84568793402778,1.0,1.0,0
2026-05-11 14:52:00,2026-05-11 14:52:00,卖出平仓,SZSE.000988,147.72999572753906,100,多,-100,147.72999572753906,14772.999572753906,0.0,14772.999572753906,151195.00045776367,500,119.84568793402778,1.0,1.0,0
2026-05-13 14:38:00,2026-05-13 14:38:00,卖出平仓,SZSE.000988,142.67999267578125,100,多,-100,142.67999267578125,14267.999267578125,0.0,14267.999267578125,165462.9997253418,400,119.84568793402778,1.0,1.0,0
2026-05-18 09:36:00,2026-05-18 09:36:00,买入开仓,SZSE.000988,141.97999572753906,100,多,100,141.97999572753906,-14197.999572753906,0.0,-14197.999572753906,151265.0001525879,500,124.27254949273004,1.0,1.0,0
2026-05-18 09:39:00,2026-05-18 09:39:00,卖出平仓,SZSE.000988,144.88999938964844,100,多,-100,144.88999938964844,14488.999938964844,0.0,14488.999938964844,165754.00009155273,400,124.27254949273004,1.0,1.0,0
2026-06-01 09:54:00,2026-06-01 09:54:00,买入开仓,SZSE.000988,152.0,200,多,200,152.0,-30400.0,0.0,-30400.0,135354.00009155273,600,133.51503299515335,1.0,1.0,0
2026-06-01 10:31:00,2026-06-01 10:31:00,买入开仓,SZSE.000988,150.97000122070312,200,多,200,150.97000122070312,-30194.000244140625,0.0,-30194.000244140625,105159.99984741211,800,137.8787750515408,1.0,1.0,0
2026-06-03 09:36:00,2026-06-03 09:36:00,买入开仓,SZSE.000988,157.27999877929688,300,多,300,157.27999877929688,-47183.99963378906,0.0,-47183.99963378906,57976.00021362305,1100,143.17001788638336,1.0,1.0,0
2026-06-03 09:39:00,2026-06-03 09:39:00,卖出平仓,SZSE.000988,158.2899932861328,300,多,-300,158.2899932861328,47486.997985839844,0.0,47486.997985839844,105462.99819946289,800,143.17001788638336,1.0,1.0,0
2026-06-03 10:01:00,2026-06-03 10:01:00,买入开仓,SZSE.000988,158.99000549316406,300,多,300,158.99000549316406,-47697.00164794922,0.0,-47697.00164794922,57765.99655151367,1100,147.4845599609599,1.0,1.0,0
2026-06-03 14:50:00,2026-06-03 14:50:00,卖出平仓,SZSE.000988,154.57000732421875,300,多,-300,154.57000732421875,46371.002197265625,0.0,46371.002197265625,104136.9987487793,800,147.4845599609599,1.0,1.0,0
2026-06-04 09:45:00,2026-06-04 09:45:00,买入开仓,SZSE.000988,154.50999450683594,100,多,100,154.50999450683594,-15450.999450683594,0.0,-15450.999450683594,88685.9992980957,900,148.26516379939056,1.0,1.0,0
2026-06-04 10:11:00,2026-06-04 10:11:00,买入开仓,SZSE.000988,154.9499969482422,200,多,200,154.9499969482422,-30989.999389648438,0.0,-30989.999389648438,57695.999908447266,1100,149.48058800827266,1.0,1.0,0
2026-06-04 14:08:00,2026-06-04 14:08:00,卖出平仓,SZSE.000988,160.1199951171875,200,多,-200,160.1199951171875,32023.9990234375,0.0,32023.9990234375,89719.99893188477,900,149.48058800827266,1.0,1.0,0
2026-06-04 14:50:00,2026-06-04 14:50:00,卖出平仓,SZSE.000988,158.4199981689453,100,多,-100,158.4199981689453,15841.999816894531,0.0,15841.999816894531,105561.9987487793,800,149.48058800827266,1.0,1.0,0
2026-06-05 09:37:00,2026-06-05 09:37:00,买入开仓,SZSE.000988,161.35000610351562,200,多,200,161.35000610351562,-32270.001220703125,0.0,-32270.001220703125,73291.99752807617,1000,151.85447162732126,1.0,1.0,0
2026-06-05 10:04:00,2026-06-05 10:04:00,买入开仓,SZSE.000988,165.0,100,多,100,165.0,-16500.0,0.0,-16500.0,56791.99752807617,1100,153.04951966120115,1.0,1.0,0
2026-06-05 14:50:00,2026-06-05 14:50:00,卖出平仓,SZSE.000988,157.14999389648438,300,多,-300,157.14999389648438,47144.99816894531,0.0,47144.99816894531,103936.99569702148,800,153.04951966120115,1.0,1.0,0
2026-06-08 10:37:00,2026-06-08 10:37:00,卖出平仓,SZSE.000988,154.27999877929688,100,多,-100,154.27999877929688,15427.999877929688,0.0,15427.999877929688,119364.99557495117,700,153.04951966120115,1.0,1.0,0
2026-06-09 09:38:00,2026-06-09 09:38:00,卖出平仓,SZSE.000988,154.17999267578125,100,多,-100,154.17999267578125,15417.999267578125,0.0,15417.999267578125,134782.9948425293,600,153.04951966120115,1.0,1.0,0
2026-06-10 09:36:00,2026-06-10 09:36:00,买入开仓,SZSE.000988,151.4499969482422,100,多,100,151.4499969482422,-15144.999694824219,0.0,-15144.999694824219,119637.99514770508,700,152.8210164164927,1.0,1.0,0
2026-06-10 13:40:00,2026-06-10 13:40:00,买入开仓,SZSE.000988,148.0800018310547,100,多,100,148.0800018310547,-14808.000183105469,0.0,-14808.000183105469,104829.99496459961,800,152.22838959331295,1.0,1.0,0
2026-06-11 09:33:00,2026-06-11 09:33:00,卖出平仓,SZSE.000988,151.49000549316406,100,多,-100,151.49000549316406,15149.000549316406,0.0,15149.000549316406,119978.99551391602,700,152.22838959331295,1.0,1.0,0
2026-06-12 00:00:00,,分红派息,SZSE.000988,0.0,0,多,0,0.0,175.0,0.0,175.0,120153.99551391602,700,151.97838959331295,1.0,1.0,0
2026-06-15 09:51:00,2026-06-15 09:51:00,卖出平仓,SZSE.000988,153.1699981689453,100,多,-100,153.1699981689453,15316.999816894531,0.0,15316.999816894531,135470.99533081055,600,151.97838959331295,1.0,1.0,0
