createdAt,updatedAt,accountId,amount,available,availableNow,changeEventId,changeReason,cost,fpnl,lastPrice,lastVolume,marketValue,price,secName,side,symbol,volume,vwap,fpnlDiluted,vwapDiluted
2026-07-27 10:27:02,2026-08-12 08:30:00,7e720bfb-8653-11f1-ab08-00163e022aa6,20798.499989509583,400,400,,,20798.499989509583,1809.5001935958862,57.25,200,22608.00018310547,56.52000045776367,五洲新春,1,SHSE.603667,400,51.996249973773956,1809.5001935958862,51.996249973773956
2026-07-27 10:27:02,2026-08-12 14:51:02,7e720bfb-8653-11f1-ab08-00163e022aa6,6020.032257389377,1400,1400,,,6020.032257389377,251.96776931350337,4.5,1100,6272.000026702881,4.480000019073486,双良节能,1,SHSE.600481,1400,4.3000230409924125,251.96776931350337,4.3000230409924125
