date,total_market_value,cash_balance,total_asset_value,shares,nav,strategy_yield,strategy_yield_daily,strategy_drawdown,profit_loss,benchmark_price,benchmark_yield,benchmark_yield_daily,benchmark_drawdown
2026-04-27,0.0,150000.0,150000.0,150000.0,1.0,0.0,0.0,0.0,0,4770.9469,0.0,0.0,0.0
2026-04-28,44921.75939656007,104757.75553710831,149679.51493366837,150000.0,0.9978634328911224,-0.0021365671088775517,-0.0021365671088775517,-0.0021365671088775517,-1,4758.2083,-0.002670036004802201,-0.002670036004802201,-0.002670036004802201
2026-04-29,46313.38316672175,104757.75553710831,151071.13870383007,150000.0,1.0071409246922005,0.007140924692200512,0.009297356226591317,0.0,1,4810.3468,0.008258297739595521,0.010957590906644388,0.0
2026-04-30,46101.795943268284,105325.00510672221,151426.8010499905,150000.0,1.0095120069999366,0.009512006999936595,0.0023542706384021943,0.0,1,4807.3069,0.00762112862752673,-0.000631950278512261,-0.000631950278512261
2026-05-06,44860.5532339524,109183.27192838828,154043.82516234068,150000.0,1.0269588344156046,0.02695883441560465,0.017282436756266485,0.0,1,4877.0932,0.022248476502641612,0.014516714129485075,0.0
2026-05-07,47534.555944636944,110855.50993736985,158390.06588200678,150000.0,1.055933772546712,0.055933772546711946,0.028214313135146853,0.0,1,4900.5098,0.02715664263628681,0.0048013435543941,0.0
2026-05-08,73870.46241237127,88300.39721614741,162170.8596285187,150000.0,1.0811390641901246,0.08113906419012462,0.023870144415044415,0.0,1,4871.9122,0.021162528553818172,-0.005835637753443534,-0.005835637753443534
2026-05-11,72763.40451748704,92047.13148189998,164810.53599938704,150000.0,1.0987369066625803,0.09873690666258028,0.016277131273244767,0.0,1,4951.8366,0.03791484243934895,0.016405139649273703,0.0
2026-05-12,72444.92010933426,92047.13148189998,164492.05159123422,150000.0,1.096613677274895,0.0966136772748949,-0.0019324274763234354,-0.001932427476323384,-1,4948.0465,0.037120429908788166,-0.0007653927837600882,-0.0007653927837600882
2026-05-13,50478.75805469029,113790.05744937604,164268.81550406633,150000.0,1.0951254366937755,0.09512543669377549,-0.0013571238549729833,-0.0032869287878702913,-1,4998.3417,0.047662404291273885,0.010164657910955333,0.0
2026-05-14,48185.04534013034,113790.05744937604,161975.10278950637,150000.0,1.0798340185967092,0.07983401859670924,-0.013963165848134809,-0.017204198704209084,-1,4914.5971,0.030109368855058882,-0.016754476789772044,-0.016754476789772044
2026-05-15,50455.821244362,113790.05744937604,164245.87869373802,150000.0,1.0949725246249202,0.09497252462492023,0.014019289786669368,-0.0034260995647213965,1,4859.5927,0.018580336746149895,-0.011192046648137222,-0.027759006552113052
2026-05-18,66762.56389799606,99191.6926701373,165954.25656813337,150000.0,1.1063617104542225,0.10636171045422249,0.010401343936190176,0.0,1,4833.5237,0.013116222274450307,-0.005364441345053539,-0.032974536334720805
2026-05-19,68591.37991304188,99191.6926701373,167783.07258317916,150000.0,1.1185538172211944,0.1185538172211944,0.011020000648762853,0.0,1,4852.8832,0.0171740121442141,0.004005256041260452,-0.029101351754322824
2026-05-20,68065.48025577347,99191.6926701373,167257.17292591077,150000.0,1.1150478195060718,0.11504781950607179,-0.0031344023516298083,-0.0031344023516297614,-1,4850.7,0.016716409063366466,-0.0004498768896807892,-0.029538136618390887
2026-05-21,68109.93465386337,99191.6926701373,167301.62732400067,150000.0,1.1153441821600045,0.11534418216000453,0.0002657847033538116,-0.0028694507244751977,1,4783.0976,0.0025468109904975833,-0.013936627703218019,-0.043063102308511625
